fold,bucket_id,parent_id,level,split_name,split_type,split_rule,n_samples_total,n_train,n_val,n_test,is_leaf,is_weak,effective_bucket_id
1,L1_age=mid_age|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=others,L1_age=mid_age|L2_medical_specialty=PrimaryCare,3,L3_time_in_hospital,numeric_bin,others,49,36,13,11.0,True,True,L1_age=mid_age|L2_medical_specialty=PrimaryCare
1,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma,3,L3_time_in_hospital,numeric_bin,mid_stay,241,164,77,70.0,True,True,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma
1,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma,3,L3_time_in_hospital,numeric_bin,short_stay,375,270,105,95.0,True,True,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma
1,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=others,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma,3,L3_time_in_hospital,numeric_bin,others,73,49,24,19.0,True,True,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma
1,L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=long_stay,L1_age=oldest|L2_medical_specialty=InternalMed,3,L3_time_in_hospital,numeric_bin,long_stay,153,104,49,38.0,True,True,L1_age=oldest
1,L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=mid_stay,L1_age=oldest|L2_medical_specialty=InternalMed,3,L3_time_in_hospital,numeric_bin,mid_stay,289,202,87,72.0,True,False,L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=mid_stay
1,L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=short_stay,L1_age=oldest|L2_medical_specialty=InternalMed,3,L3_time_in_hospital,numeric_bin,short_stay,226,161,65,66.0,True,False,L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=short_stay
1,L1_age=oldest|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=mid_stay,L1_age=oldest|L2_medical_specialty=PrimaryCare,3,L3_time_in_hospital,numeric_bin,mid_stay,142,95,47,42.0,True,True,L1_age=oldest|L2_medical_specialty=PrimaryCare
1,L1_age=oldest|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=short_stay,L1_age=oldest|L2_medical_specialty=PrimaryCare,3,L3_time_in_hospital,numeric_bin,short_stay,144,91,53,26.0,True,False,L1_age=oldest|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=short_stay
1,L1_age=oldest|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=others,L1_age=oldest|L2_medical_specialty=PrimaryCare,3,L3_time_in_hospital,numeric_bin,others,53,41,12,14.0,True,True,L1_age=oldest|L2_medical_specialty=PrimaryCare
1,L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay,L1_age=oldest|L2_medical_specialty=Surgery_Trauma,3,L3_time_in_hospital,numeric_bin,mid_stay,247,172,75,59.0,True,False,L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay
1,L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay,L1_age=oldest|L2_medical_specialty=Surgery_Trauma,3,L3_time_in_hospital,numeric_bin,short_stay,214,145,69,59.0,True,True,L1_age=oldest|L2_medical_specialty=Surgery_Trauma
1,L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=others,L1_age=oldest|L2_medical_specialty=Surgery_Trauma,3,L3_time_in_hospital,numeric_bin,others,95,67,28,28.0,True,True,L1_age=oldest|L2_medical_specialty=Surgery_Trauma
1,L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=mid_stay,L1_age=young_old|L2_medical_specialty=Cardio,3,L3_time_in_hospital,numeric_bin,mid_stay,194,134,60,41.0,True,False,L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=mid_stay
1,L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=short_stay,L1_age=young_old|L2_medical_specialty=Cardio,3,L3_time_in_hospital,numeric_bin,short_stay,388,258,130,85.0,True,True,L1_age=young_old|L2_medical_specialty=Cardio
1,L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=others,L1_age=young_old|L2_medical_specialty=Cardio,3,L3_time_in_hospital,numeric_bin,others,79,55,24,8.0,True,True,L1_age=young_old|L2_medical_specialty=Cardio
1,L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=long_stay,L1_age=young_old|L2_medical_specialty=InternalMed,3,L3_time_in_hospital,numeric_bin,long_stay,266,184,82,50.0,True,False,L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=long_stay
1,L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=mid_stay,L1_age=young_old|L2_medical_specialty=InternalMed,3,L3_time_in_hospital,numeric_bin,mid_stay,566,379,187,123.0,True,True,L1_age=young_old|L2_medical_specialty=InternalMed
1,L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=short_stay,L1_age=young_old|L2_medical_specialty=InternalMed,3,L3_time_in_hospital,numeric_bin,short_stay,587,397,190,169.0,True,True,L1_age=young_old|L2_medical_specialty=InternalMed
1,L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=long_stay,L1_age=young_old|L2_medical_specialty=PrimaryCare,3,L3_time_in_hospital,numeric_bin,long_stay,117,84,33,27.0,True,True,L1_age=young_old|L2_medical_specialty=PrimaryCare
1,L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=mid_stay,L1_age=young_old|L2_medical_specialty=PrimaryCare,3,L3_time_in_hospital,numeric_bin,mid_stay,267,191,76,80.0,True,False,L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=mid_stay
1,L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=short_stay,L1_age=young_old|L2_medical_specialty=PrimaryCare,3,L3_time_in_hospital,numeric_bin,short_stay,331,246,85,69.0,True,True,L1_age=young_old|L2_medical_specialty=PrimaryCare
1,L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=long_stay,L1_age=young_old|L2_medical_specialty=Surgery_Trauma,3,L3_time_in_hospital,numeric_bin,long_stay,220,153,67,43.0,True,False,L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=long_stay
1,L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay,L1_age=young_old|L2_medical_specialty=Surgery_Trauma,3,L3_time_in_hospital,numeric_bin,mid_stay,508,357,151,137.0,True,False,L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay
1,L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay,L1_age=young_old|L2_medical_specialty=Surgery_Trauma,3,L3_time_in_hospital,numeric_bin,short_stay,476,330,146,139.0,True,True,L1_age=young_old
2,ROOT,ROOT,0,ROOT,ROOT,all,20000,2799,1200,,False,False,ROOT
2,L1_age=mid_age,ROOT,1,L1_age,category_group,mid_age,5610,787,402,,False,True,ROOT
2,L1_age=oldest,ROOT,1,L1_age,category_group,oldest,4239,580,305,,False,False,L1_age=oldest
2,L1_age=young_old,ROOT,1,L1_age,category_group,young_old,10151,1428,599,,False,True,ROOT
2,L1_age=mid_age|L2_medical_specialty=Cardio,L1_age=mid_age,2,L2_medical_specialty,category_group,Cardio,321,109,88,,False,True,ROOT
2,L1_age=mid_age|L2_medical_specialty=InternalMed,L1_age=mid_age,2,L2_medical_specialty,category_group,InternalMed,771,174,124,,False,False,L1_age=mid_age|L2_medical_specialty=InternalMed
2,L1_age=mid_age|L2_medical_specialty=Others,L1_age=mid_age,2,L2_medical_specialty,category_group,Others,3347,2352,995,830.0,True,False,L1_age=mid_age|L2_medical_specialty=Others
2,L1_age=mid_age|L2_medical_specialty=PrimaryCare,L1_age=mid_age,2,L2_medical_specialty,category_group,PrimaryCare,457,94,132,,False,False,L1_age=mid_age|L2_medical_specialty=PrimaryCare
2,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma,L1_age=mid_age,2,L2_medical_specialty,category_group,Surgery_Trauma,714,136,129,,False,False,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma
2,L1_age=oldest|L2_medical_specialty=Cardio,L1_age=oldest,2,L2_medical_specialty,category_group,Cardio,167,117,50,43.0,True,True,L1_age=oldest
2,L1_age=oldest|L2_medical_specialty=InternalMed,L1_age=oldest,2,L2_medical_specialty,category_group,InternalMed,675,93,205,,False,True,L1_age=oldest
2,L1_age=oldest|L2_medical_specialty=Others,L1_age=oldest,2,L2_medical_specialty,category_group,Others,2499,1699,800,590.0,True,True,L1_age=oldest
2,L1_age=oldest|L2_medical_specialty=PrimaryCare,L1_age=oldest,2,L2_medical_specialty,category_group,PrimaryCare,346,156,103,,False,False,L1_age=oldest|L2_medical_specialty=PrimaryCare
2,L1_age=oldest|L2_medical_specialty=Surgery_Trauma,L1_age=oldest,2,L2_medical_specialty,category_group,Surgery_Trauma,552,126,172,,False,False,L1_age=oldest|L2_medical_specialty=Surgery_Trauma
2,L1_age=young_old|L2_medical_specialty=Cardio,L1_age=young_old,2,L2_medical_specialty,category_group,Cardio,644,123,121,,False,False,L1_age=young_old|L2_medical_specialty=Cardio
2,L1_age=young_old|L2_medical_specialty=InternalMed,L1_age=young_old,2,L2_medical_specialty,category_group,InternalMed,1396,195,137,,False,False,L1_age=young_old|L2_medical_specialty=InternalMed
2,L1_age=young_old|L2_medical_specialty=Others,L1_age=young_old,2,L2_medical_specialty,category_group,Others,6193,4381,1812,1587.0,True,False,L1_age=young_old|L2_medical_specialty=Others
2,L1_age=young_old|L2_medical_specialty=PrimaryCare,L1_age=young_old,2,L2_medical_specialty,category_group,PrimaryCare,702,158,206,,False,False,L1_age=young_old|L2_medical_specialty=PrimaryCare
2,L1_age=young_old|L2_medical_specialty=Surgery_Trauma,L1_age=young_old,2,L2_medical_specialty,category_group,Surgery_Trauma,1216,169,123,,False,True,ROOT
2,L1_age=mid_age|L2_medical_specialty=Cardio|L3_time_in_hospital=short_stay,L1_age=mid_age|L2_medical_specialty=Cardio,3,L3_time_in_hospital,numeric_bin,short_stay,217,155,62,58.0,True,False,L1_age=mid_age|L2_medical_specialty=Cardio|L3_time_in_hospital=short_stay
2,L1_age=mid_age|L2_medical_specialty=Cardio|L3_time_in_hospital=others,L1_age=mid_age|L2_medical_specialty=Cardio,3,L3_time_in_hospital,numeric_bin,others,104,78,26,25.0,True,True,ROOT
2,L1_age=mid_age|L2_medical_specialty=InternalMed|L3_time_in_hospital=long_stay,L1_age=mid_age|L2_medical_specialty=InternalMed,3,L3_time_in_hospital,numeric_bin,long_stay,110,82,28,30.0,True,True,L1_age=mid_age|L2_medical_specialty=InternalMed
2,L1_age=mid_age|L2_medical_specialty=InternalMed|L3_time_in_hospital=mid_stay,L1_age=mid_age|L2_medical_specialty=InternalMed,3,L3_time_in_hospital,numeric_bin,mid_stay,261,189,72,70.0,True,False,L1_age=mid_age|L2_medical_specialty=InternalMed|L3_time_in_hospital=mid_stay
2,L1_age=mid_age|L2_medical_specialty=InternalMed|L3_time_in_hospital=short_stay,L1_age=mid_age|L2_medical_specialty=InternalMed,3,L3_time_in_hospital,numeric_bin,short_stay,400,277,123,89.0,True,True,L1_age=mid_age|L2_medical_specialty=InternalMed
2,L1_age=mid_age|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=mid_stay,L1_age=mid_age|L2_medical_specialty=PrimaryCare,3,L3_time_in_hospital,numeric_bin,mid_stay,160,108,52,32.0,True,False,L1_age=mid_age|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=mid_stay
2,L1_age=mid_age|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=short_stay,L1_age=mid_age|L2_medical_specialty=PrimaryCare,3,L3_time_in_hospital,numeric_bin,short_stay,250,180,70,68.0,True,True,L1_age=mid_age|L2_medical_specialty=PrimaryCare
2,L1_age=mid_age|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=others,L1_age=mid_age|L2_medical_specialty=PrimaryCare,3,L3_time_in_hospital,numeric_bin,others,47,37,10,13.0,True,True,L1_age=mid_age|L2_medical_specialty=PrimaryCare
2,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma,3,L3_time_in_hospital,numeric_bin,mid_stay,251,168,83,60.0,True,False,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay
2,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma,3,L3_time_in_hospital,numeric_bin,short_stay,392,270,122,78.0,True,True,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma
2,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=others,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma,3,L3_time_in_hospital,numeric_bin,others,71,49,22,21.0,True,True,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma
2,L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=long_stay,L1_age=oldest|L2_medical_specialty=InternalMed,3,L3_time_in_hospital,numeric_bin,long_stay,158,110,48,33.0,True,True,L1_age=oldest
2,L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=mid_stay,L1_age=oldest|L2_medical_specialty=InternalMed,3,L3_time_in_hospital,numeric_bin,mid_stay,287,193,94,74.0,True,False,L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=mid_stay
2,L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=short_stay,L1_age=oldest|L2_medical_specialty=InternalMed,3,L3_time_in_hospital,numeric_bin,short_stay,230,167,63,62.0,True,True,L1_age=oldest
2,L1_age=oldest|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=mid_stay,L1_age=oldest|L2_medical_specialty=PrimaryCare,3,L3_time_in_hospital,numeric_bin,mid_stay,155,108,47,29.0,True,True,L1_age=oldest|L2_medical_specialty=PrimaryCare
2,L1_age=oldest|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=short_stay,L1_age=oldest|L2_medical_specialty=PrimaryCare,3,L3_time_in_hospital,numeric_bin,short_stay,136,98,38,34.0,True,True,L1_age=oldest|L2_medical_specialty=PrimaryCare
2,L1_age=oldest|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=others,L1_age=oldest|L2_medical_specialty=PrimaryCare,3,L3_time_in_hospital,numeric_bin,others,55,37,18,12.0,True,True,L1_age=oldest|L2_medical_specialty=PrimaryCare
2,L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay,L1_age=oldest|L2_medical_specialty=Surgery_Trauma,3,L3_time_in_hospital,numeric_bin,mid_stay,228,154,74,78.0,True,True,L1_age=oldest|L2_medical_specialty=Surgery_Trauma
2,L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay,L1_age=oldest|L2_medical_specialty=Surgery_Trauma,3,L3_time_in_hospital,numeric_bin,short_stay,225,162,63,48.0,True,False,L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay
2,L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=others,L1_age=oldest|L2_medical_specialty=Surgery_Trauma,3,L3_time_in_hospital,numeric_bin,others,99,64,35,24.0,True,True,L1_age=oldest|L2_medical_specialty=Surgery_Trauma
2,L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=mid_stay,L1_age=young_old|L2_medical_specialty=Cardio,3,L3_time_in_hospital,numeric_bin,mid_stay,196,121,75,39.0,True,True,L1_age=young_old|L2_medical_specialty=Cardio
2,L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=short_stay,L1_age=young_old|L2_medical_specialty=Cardio,3,L3_time_in_hospital,numeric_bin,short_stay,378,270,108,95.0,True,False,L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=short_stay
2,L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=others,L1_age=young_old|L2_medical_specialty=Cardio,3,L3_time_in_hospital,numeric_bin,others,70,45,25,17.0,True,True,L1_age=young_old|L2_medical_specialty=Cardio
2,L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=long_stay,L1_age=young_old|L2_medical_specialty=InternalMed,3,L3_time_in_hospital,numeric_bin,long_stay,248,179,69,68.0,True,True,L1_age=young_old|L2_medical_specialty=InternalMed
2,L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=mid_stay,L1_age=young_old|L2_medical_specialty=InternalMed,3,L3_time_in_hospital,numeric_bin,mid_stay,546,390,156,143.0,True,True,L1_age=young_old|L2_medical_specialty=InternalMed
2,L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=short_stay,L1_age=young_old|L2_medical_specialty=InternalMed,3,L3_time_in_hospital,numeric_bin,short_stay,602,414,188,154.0,True,True,L1_age=young_old|L2_medical_specialty=InternalMed
2,L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=long_stay,L1_age=young_old|L2_medical_specialty=PrimaryCare,3,L3_time_in_hospital,numeric_bin,long_stay,111,75,36,33.0,True,True,L1_age=young_old|L2_medical_specialty=PrimaryCare
2,L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=mid_stay,L1_age=young_old|L2_medical_specialty=PrimaryCare,3,L3_time_in_hospital,numeric_bin,mid_stay,272,187,85,75.0,True,False,L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=mid_stay
2,L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=short_stay,L1_age=young_old|L2_medical_specialty=PrimaryCare,3,L3_time_in_hospital,numeric_bin,short_stay,319,234,85,81.0,True,True,L1_age=young_old|L2_medical_specialty=PrimaryCare
2,L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=long_stay,L1_age=young_old|L2_medical_specialty=Surgery_Trauma,3,L3_time_in_hospital,numeric_bin,long_stay,220,156,64,43.0,True,False,L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=long_stay
2,L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay,L1_age=young_old|L2_medical_specialty=Surgery_Trauma,3,L3_time_in_hospital,numeric_bin,mid_stay,504,345,159,141.0,True,False,L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay
2,L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay,L1_age=young_old|L2_medical_specialty=Surgery_Trauma,3,L3_time_in_hospital,numeric_bin,short_stay,492,349,143,123.0,True,True,ROOT
3,ROOT,ROOT,0,ROOT,ROOT,all,20000,2799,1199,,False,False,ROOT
3,L1_age=mid_age,ROOT,1,L1_age,category_group,mid_age,5651,804,399,,False,True,ROOT
3,L1_age=oldest,ROOT,1,L1_age,category_group,oldest,4165,575,376,,False,False,L1_age=oldest
3,L1_age=young_old,ROOT,1,L1_age,category_group,young_old,10184,1415,617,,False,False,L1_age=young_old
3,L1_age=mid_age|L2_medical_specialty=Cardio,L1_age=mid_age,2,L2_medical_specialty,category_group,Cardio,326,102,96,,False,False,L1_age=mid_age|L2_medical_specialty=Cardio
3,L1_age=mid_age|L2_medical_specialty=InternalMed,L1_age=mid_age,2,L2_medical_specialty,category_group,InternalMed,773,175,142,,False,False,L1_age=mid_age|L2_medical_specialty=InternalMed
3,L1_age=mid_age|L2_medical_specialty=Others,L1_age=mid_age,2,L2_medical_specialty,category_group,Others,3388,2454,934,789.0,True,False,L1_age=mid_age|L2_medical_specialty=Others
3,L1_age=mid_age|L2_medical_specialty=PrimaryCare,L1_age=mid_age,2,L2_medical_specialty,category_group,PrimaryCare,459,91,141,,False,False,L1_age=mid_age|L2_medical_specialty=PrimaryCare
3,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma,L1_age=mid_age,2,L2_medical_specialty,category_group,Surgery_Trauma,705,137,126,,False,False,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma
3,L1_age=oldest|L2_medical_specialty=Cardio,L1_age=oldest,2,L2_medical_specialty,category_group,Cardio,175,123,52,35.0,True,False,L1_age=oldest|L2_medical_specialty=Cardio
3,L1_age=oldest|L2_medical_specialty=InternalMed,L1_age=oldest,2,L2_medical_specialty,category_group,InternalMed,691,96,205,,False,True,L1_age=oldest
3,L1_age=oldest|L2_medical_specialty=Others,L1_age=oldest,2,L2_medical_specialty,category_group,Others,2399,1635,764,690.0,True,True,L1_age=oldest
3,L1_age=oldest|L2_medical_specialty=PrimaryCare,L1_age=oldest,2,L2_medical_specialty,category_group,PrimaryCare,323,225,98,,False,True,L1_age=oldest
3,L1_age=oldest|L2_medical_specialty=Surgery_Trauma,L1_age=oldest,2,L2_medical_specialty,category_group,Surgery_Trauma,577,145,166,,False,True,L1_age=oldest
3,L1_age=young_old|L2_medical_specialty=Cardio,L1_age=young_old,2,L2_medical_specialty,category_group,Cardio,631,124,105,,False,False,L1_age=young_old|L2_medical_specialty=Cardio
3,L1_age=young_old|L2_medical_specialty=InternalMed,L1_age=young_old,2,L2_medical_specialty,category_group,InternalMed,1360,185,145,,False,False,L1_age=young_old|L2_medical_specialty=InternalMed
3,L1_age=young_old|L2_medical_specialty=Others,L1_age=young_old,2,L2_medical_specialty,category_group,Others,6259,4378,1881,1521.0,True,True,L1_age=young_old
3,L1_age=young_old|L2_medical_specialty=PrimaryCare,L1_age=young_old,2,L2_medical_specialty,category_group,PrimaryCare,712,168,212,,False,False,L1_age=young_old|L2_medical_specialty=PrimaryCare
3,L1_age=young_old|L2_medical_specialty=Surgery_Trauma,L1_age=young_old,2,L2_medical_specialty,category_group,Surgery_Trauma,1222,168,125,,False,True,L1_age=young_old
3,L1_age=mid_age|L2_medical_specialty=Cardio|L3_time_in_hospital=short_stay,L1_age=mid_age|L2_medical_specialty=Cardio,3,L3_time_in_hospital,numeric_bin,short_stay,227,159,68,48.0,True,True,L1_age=mid_age|L2_medical_specialty=Cardio
