bucket_id,layer,parent_bucket_id,n_train,n_val,pos_rate_train,pos_rate_val,alpha,beta,regret_val,F1_val,Precision_val,Recall_val,BND_ratio_val,pos_coverage_val,use_parent_threshold,threshold_n_samples,n_all,pos_rate_all,BAC_val,AUC_val,cost_source,score_metric,score_value,parent_score_value,gain_value,is_weak,threshold_source_bucket,use_gain_weak_backoff,threshold_data_source,parent_with_threshold,n_test,pos_rate_test,BND_ratio_test,POS_Coverage_test,regret_test,fold,pos_rate
L1_age=young_old|L2_medical_specialty=PrimaryCare,L2,L1_age=young_old,521,194,0.54510556621881,0.5257731958762887,0.1,0.0,0.4742268041237113,0.6891891891891893,0.5257731958762887,1.0,0.0,1.0,False,194,715,0.5398601398601398,0.5,0.5086317135549873,global_default,f1_regret_bnd,0.21496238506547793,0.1331735777067753,0.08178880735870264,False,L1_age=young_old|L2_medical_specialty=PrimaryCare,True,val,,,,,,,1,0.5398601398601398
L1_age=mid_age|L2_medical_specialty=Surgery_Trauma,L2,L1_age=mid_age,483,206,0.37888198757763975,0.470873786407767,0.4,0.0,0.5145631067961165,0.6467661691542289,0.625,0.6701030927835051,0.49514563106796117,0.5048543689320388,False,206,689,0.40638606676342526,0.33505154639175255,0.6838172704057505,global_default,f1_regret_bnd,-0.11536975317586817,-0.16373791562233783,0.04836816244646966,False,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma,True,val,,,,,,,1,0.40638606676342526
L1_age=oldest|L2_medical_specialty=InternalMed,L2,L1_age=oldest,467,201,0.4089935760171306,0.4129353233830846,0.2,0.0,0.554726368159204,0.5951219512195122,0.5,0.7349397590361446,0.39303482587064675,0.6069651741293532,True,201,668,0.4101796407185629,0.3674698795180723,0.6548907494384316,global_default,f1_regret_bnd,-0.15612182987501516,0.11344242003510338,-0.2695642499101185,True,L1_age=oldest,True,val,L1_age=oldest,,,,,,1,0.4101796407185629
L1_age=young_old|L2_medical_specialty=Cardio,L2,L1_age=young_old,447,214,0.4407158836689038,0.48130841121495327,0.2,0.1,0.5186915887850467,0.6498422712933754,0.48130841121495327,1.0,0.0,1.0,True,214,661,0.45385779122541603,0.5,0.6022041458934663,global_default,f1_regret_bnd,0.13115068250832862,0.1331735777067753,-0.0020228951984466725,True,L1_age=young_old,True,val,L1_age=young_old,,,,,,1,0.45385779122541603
L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=short_stay,L3,L1_age=young_old|L2_medical_specialty=InternalMed,397,190,0.44836272040302266,0.39473684210526316,0.2,0.1,0.5473684210526316,0.5764705882352941,0.5157894736842106,0.6533333333333333,0.47368421052631576,0.5,True,190,587,0.43100511073253833,0.34840579710144925,0.6747826086956521,global_default,f1_regret_bnd,-0.20773993808049543,0.1289098972922502,-0.3366498353727456,True,L1_age=young_old,True,val,L1_age=young_old,169.0,0.4260355029585799,0.0,0.9822485207100592,0.5857988165680473,1,0.43100511073253833
L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=mid_stay,L3,L1_age=young_old|L2_medical_specialty=InternalMed,379,187,0.48548812664907653,0.5240641711229946,0.1,0.0,0.47593582887700536,0.6877192982456141,0.5240641711229946,1.0,0.0,1.0,False,187,566,0.49823321554770317,0.5,0.6332263242375601,global_default,f1_regret_bnd,0.2117834693686087,0.1289098972922502,0.08287357207635851,False,L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=mid_stay,True,val,,123.0,0.4634146341463415,0.0,1.0,0.5365853658536586,1,0.49823321554770317
L1_age=oldest|L2_medical_specialty=Surgery_Trauma,L2,L1_age=oldest,384,172,0.5364583333333334,0.5,0.2,0.0,0.4941860465116279,0.671875,0.5058823529411764,1.0,0.011627906976744186,0.9883720930232558,False,172,556,0.5251798561151079,0.5,0.5275824770146025,global_default,f1_regret_bnd,0.171875,0.11344242003510338,0.05843257996489662,False,L1_age=oldest|L2_medical_specialty=Surgery_Trauma,True,val,,,,,,,1,0.5251798561151079
L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay,L3,L1_age=young_old|L2_medical_specialty=Surgery_Trauma,357,151,0.5126050420168067,0.5033112582781457,0.3,0.1,0.48013245033112584,0.6824644549763034,0.5333333333333333,0.9473684210526315,0.09933774834437085,0.8940397350993378,False,151,508,0.5098425196850394,0.4803508771929824,0.6964912280701753,global_default,f1_regret_bnd,0.1526631304729921,-0.08326040799931142,0.23592353847230352,False,L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay,True,val,,137.0,0.4744525547445255,0.0,0.8832116788321168,0.4927007299270073,1,0.5098425196850394
L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay,L3,L1_age=young_old|L2_medical_specialty=Surgery_Trauma,330,146,0.43333333333333335,0.4178082191780822,0.2,0.1,0.565068493150685,0.5753424657534247,0.49411764705882355,0.6885245901639344,0.410958904109589,0.5821917808219178,True,146,476,0.42857142857142855,0.35014464802314366,0.6289296046287367,global_default,f1_regret_bnd,-0.19520547945205474,-0.08326040799931142,-0.11194507145274332,True,L1_age=young_old,True,val,L1_age=young_old,139.0,0.5035971223021583,0.0,0.9784172661870504,0.4856115107913669,1,0.42857142857142855
L1_age=mid_age|L2_medical_specialty=PrimaryCare,L2,L1_age=mid_age,331,139,0.5015105740181269,0.4028776978417266,0.3,0.0,0.5827338129496403,0.5764705882352942,0.4298245614035088,0.875,0.17985611510791366,0.8201438848920863,False,139,470,0.4723404255319149,0.4375,0.6217728055077452,global_default,f1_regret_bnd,-0.09619128226830298,-0.16373791562233783,0.06754663335403485,False,L1_age=mid_age|L2_medical_specialty=PrimaryCare,True,val,,,,,,,1,0.4723404255319149
L1_age=mid_age|L2_medical_specialty=InternalMed|L3_time_in_hospital=short_stay,L3,L1_age=mid_age|L2_medical_specialty=InternalMed,281,130,0.3914590747330961,0.43846153846153846,0.3,0.1,0.5230769230769231,0.6382978723404255,0.5357142857142857,0.7894736842105263,0.35384615384615387,0.6461538461538462,True,130,411,0.40632603406326034,0.39473684210526316,0.6919009853400625,global_default,f1_regret_bnd,-0.061702127659574585,-0.04412999935387987,-0.017572128305694712,True,L1_age=mid_age|L2_medical_specialty=InternalMed,True,val,L1_age=mid_age|L2_medical_specialty=InternalMed,78.0,0.4358974358974359,0.0,0.5128205128205128,0.5256410256410257,1,0.40632603406326034
L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=short_stay,L3,L1_age=young_old|L2_medical_specialty=Cardio,258,130,0.3992248062015504,0.46153846153846156,0.2,0.1,0.5384615384615384,0.631578947368421,0.46153846153846156,1.0,0.0,1.0,True,130,388,0.42010309278350516,0.5,0.545,global_default,f1_regret_bnd,0.09311740890688258,0.13115068250832862,-0.03803327360144604,True,L1_age=young_old,True,val,L1_age=young_old,85.0,0.47058823529411764,0.0,0.9764705882352941,0.5529411764705883,1,0.42010309278350516
L1_age=mid_age|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay,L3,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma,270,105,0.3296296296296296,0.45714285714285713,0.4,0.0,0.5142857142857142,0.6451612903225806,0.6666666666666666,0.625,0.5714285714285714,0.42857142857142855,True,105,375,0.36533333333333334,0.3125,0.6951754385964912,global_default,f1_regret_bnd,-0.1548387096774193,-0.11536975317586817,-0.03946895650155113,True,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma,True,val,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma,95.0,0.37894736842105264,0.0,0.3684210526315789,0.5736842105263158,1,0.36533333333333334
L1_age=oldest|L2_medical_specialty=PrimaryCare,L2,L1_age=oldest,227,112,0.45374449339207046,0.5,0.1,0.0,0.5,0.6666666666666666,0.5,1.0,0.0,1.0,False,112,339,0.4690265486725664,0.5,0.5621811224489797,global_default,f1_regret_bnd,0.16666666666666663,0.11344242003510338,0.05322424663156325,False,L1_age=oldest|L2_medical_specialty=PrimaryCare,True,val,,,,,,,1,0.4690265486725664
L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=short_stay,L3,L1_age=young_old|L2_medical_specialty=PrimaryCare,246,85,0.483739837398374,0.5176470588235295,0.1,0.0,0.4823529411764706,0.682170542635659,0.5176470588235295,1.0,0.0,1.0,True,85,331,0.49244712990936557,0.5,0.5681818181818181,global_default,f1_regret_bnd,0.19981760145918842,0.21496238506547793,-0.015144783606289514,True,L1_age=young_old|L2_medical_specialty=PrimaryCare,True,val,L1_age=young_old|L2_medical_specialty=PrimaryCare,69.0,0.463768115942029,0.0,1.0,0.5362318840579711,1,0.49244712990936557
L1_age=mid_age|L2_medical_specialty=Cardio,L2,L1_age=mid_age,233,90,0.37339055793991416,0.43333333333333335,0.3,0.0,0.55,0.6078431372549019,0.49206349206349204,0.7948717948717948,0.3,0.7,False,90,323,0.39009287925696595,0.3974358974358974,0.6329813976872801,global_default,f1_regret_bnd,-0.09215686274509813,-0.16373791562233783,0.0715810528772397,False,L1_age=mid_age|L2_medical_specialty=Cardio,True,val,,,,,,,1,0.39009287925696595
L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=mid_stay,L3,L1_age=oldest|L2_medical_specialty=InternalMed,202,87,0.42574257425742573,0.45977011494252873,0.3,0.0,0.5172413793103449,0.6491228070175439,0.5,0.925,0.14942528735632185,0.8505747126436781,False,87,289,0.4359861591695502,0.4625,0.6675531914893618,global_default,f1_regret_bnd,0.05716878402903809,-0.15612182987501516,0.21329061390405324,False,L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=mid_stay,True,val,,72.0,0.4027777777777778,0.0,0.8194444444444444,0.6527777777777778,1,0.4359861591695502
L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=mid_stay,L3,L1_age=young_old|L2_medical_specialty=PrimaryCare,191,76,0.6073298429319371,0.5263157894736842,0.1,0.0,0.47368421052631576,0.6896551724137931,0.5263157894736842,1.0,0.0,1.0,False,76,267,0.5842696629213483,0.5,0.45763888888888893,global_default,f1_regret_bnd,0.2159709618874774,0.21496238506547793,0.0010085768219994518,False,L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=mid_stay,True,val,,80.0,0.425,0.0,1.0,0.575,1,0.5842696629213483
L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=long_stay,L3,L1_age=young_old|L2_medical_specialty=InternalMed,184,82,0.4945652173913043,0.5609756097560976,0.2,0.0,0.4329268292682927,0.7244094488188977,0.5679012345679012,1.0,0.012195121951219513,0.9878048780487805,False,82,266,0.5150375939849624,0.5,0.6123188405797102,global_default,f1_regret_bnd,0.28538505857499524,0.1289098972922502,0.15647516128274505,False,L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=long_stay,True,val,,50.0,0.56,0.0,0.98,0.46,1,0.5150375939849624
L1_age=mid_age|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=short_stay,L3,L1_age=mid_age|L2_medical_specialty=PrimaryCare,178,84,0.47191011235955055,0.35714285714285715,0.3,0.0,0.6011904761904762,0.5135135135135135,0.4318181818181818,0.6333333333333333,0.4166666666666667,0.5238095238095238,True,84,262,0.4351145038167939,0.3537037037037037,0.617283950617284,global_default,f1_regret_bnd,-0.29601029601029605,-0.09619128226830298,-0.19981901374199307,True,L1_age=mid_age|L2_medical_specialty=PrimaryCare,True,val,L1_age=mid_age|L2_medical_specialty=PrimaryCare,56.0,0.4642857142857143,0.0,0.7678571428571429,0.5,1,0.4351145038167939
L1_age=mid_age|L2_medical_specialty=InternalMed|L3_time_in_hospital=mid_stay,L3,L1_age=mid_age|L2_medical_specialty=InternalMed,187,71,0.45989304812834225,0.4225352112676056,0.3,0.1,0.4647887323943662,0.6808510638297872,0.9411764705882353,0.5333333333333333,0.704225352112676,0.23943661971830985,True,71,258,0.4496124031007752,0.3154471544715447,0.808130081300813,global_default,f1_regret_bnd,-0.13605034462091697,-0.04412999935387987,-0.0919203452670371,True,L1_age=mid_age|L2_medical_specialty=InternalMed,True,val,L1_age=mid_age|L2_medical_specialty=InternalMed,73.0,0.547945205479452,0.0,0.8767123287671232,0.4315068493150685,1,0.4496124031007752
L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay,L3,L1_age=oldest|L2_medical_specialty=Surgery_Trauma,172,75,0.5406976744186046,0.5066666666666667,0.1,0.0,0.49333333333333335,0.6725663716814159,0.5066666666666667,1.0,0.0,1.0,False,75,247,0.5303643724696356,0.5,0.5768136557610242,global_default,f1_regret_bnd,0.17923303834808252,0.171875,0.0073580383480825184,False,L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay,True,val,,59.0,0.3559322033898305,0.0,1.0,0.6440677966101694,1,0.5303643724696356
L1_age=mid_age|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay,L3,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma,164,77,0.4451219512195122,0.4675324675324675,0.4,0.2,0.4935064935064935,0.6410256410256411,0.5952380952380952,0.6944444444444444,0.4025974025974026,0.5454545454545454,False,77,241,0.45228215767634855,0.39600271002710025,0.6775067750677507,global_default,f1_regret_bnd,-0.053779553779553735,-0.11536975317586817,0.06159019939631444,False,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay,True,val,,70.0,0.5,0.0,0.5857142857142857,0.4642857142857143,1,0.45228215767634855
L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=short_stay,L3,L1_age=oldest|L2_medical_specialty=InternalMed,161,65,0.37267080745341613,0.4,0.4,0.0,0.5307692307692308,0.625,0.5263157894736842,0.7692307692307693,0.4153846153846154,0.5846153846153846,False,65,226,0.3805309734513274,0.38461538461538464,0.7544378698224852,global_default,f1_regret_bnd,-0.11346153846153847,-0.15612182987501516,0.042660291413476686,False,L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=short_stay,True,val,,66.0,0.36363636363636365,0.0,0.45454545454545453,0.6136363636363636,1,0.3805309734513274
L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=long_stay,L3,L1_age=young_old|L2_medical_specialty=Surgery_Trauma,153,67,0.48366013071895425,0.373134328358209,0.4,0.2,0.4701492537313433,0.6349206349206348,0.5263157894736842,0.8,0.3283582089552239,0.5671641791044776,False,67,220,0.45,0.48333333333333334,0.660952380952381,global_default,f1_regret_bnd,0.0005922767116795236,-0.08326040799931142,0.08385268471099094,False,L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=long_stay,True,val,,43.0,0.37209302325581395,0.0,0.6046511627906976,0.5813953488372093,1,0.45
L1_age=mid_age|L2_medical_specialty=Cardio|L3_time_in_hospital=short_stay,L3,L1_age=mid_age|L2_medical_specialty=Cardio,150,66,0.36666666666666664,0.4393939393939394,0.3,0.0,0.5378787878787878,0.6197183098591549,0.5238095238095238,0.7586206896551724,0.36363636363636365,0.6363636363636364,True,66,216,0.3888888888888889,0.3793103448275862,0.6747437092264678,global_default,f1_regret_bnd,-0.09997865983781479,-0.09215686274509813,-0.007821797092716659,True,L1_age=mid_age|L2_medical_specialty=Cardio,True,val,L1_age=mid_age|L2_medical_specialty=Cardio,59.0,0.4576271186440678,0.0,0.7627118644067796,0.4745762711864407,1,0.3888888888888889
L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay,L3,L1_age=oldest|L2_medical_specialty=Surgery_Trauma,145,69,0.5655172413793104,0.4927536231884058,0.2,0.0,0.5,0.6666666666666666,0.5,1.0,0.014492753623188406,0.9855072463768116,True,69,214,0.5420560747663551,0.5,0.49159663865546216,global_default,f1_regret_bnd,0.15942028985507242,0.171875,-0.012454710144927578,True,L1_age=oldest|L2_medical_specialty=Surgery_Trauma,True,val,L1_age=oldest|L2_medical_specialty=Surgery_Trauma,59.0,0.5254237288135594,0.0,0.9661016949152542,0.4576271186440678,1,0.5420560747663551
L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=mid_stay,L3,L1_age=young_old|L2_medical_specialty=Cardio,134,60,0.47761194029850745,0.5833333333333334,0.1,0.0,0.4166666666666667,0.7368421052631579,0.5833333333333334,1.0,0.0,1.0,False,60,194,0.5103092783505154,0.5,0.6182857142857143,global_default,f1_regret_bnd,0.32017543859649117,0.13115068250832862,0.18902475608816255,False,L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=mid_stay,True,val,,41.0,0.5121951219512195,0.0,1.0,0.4878048780487805,1,0.5103092783505154
L1_age=oldest|L2_medical_specialty=Cardio,L2,L1_age=oldest,114,53,0.5350877192982456,0.4339622641509434,0.2,0.0,0.5660377358490566,0.6052631578947368,0.4339622641509434,1.0,0.0,1.0,True,53,167,0.5029940119760479,0.5,0.5666666666666667,global_default,f1_regret_bnd,0.03922542204568025,0.11344242003510338,-0.07421699798942313,True,L1_age=oldest,True,val,L1_age=oldest,,,,,,1,0.5029940119760479
L1_age=mid_age|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=mid_stay,L3,L1_age=mid_age|L2_medical_specialty=PrimaryCare,117,42,0.49572649572649574,0.42857142857142855,0.3,0.0,0.46226415094339623,0.6934673366834171,0.5609756097560976,0.9078947368421053,0.16981132075471697,0.7735849056603774,True,159,159,0.4779874213836478,0.50214013950539,0.731135066582118,global_default,f1_regret_bnd,,-0.09619128226830298,,True,L1_age=mid_age|L2_medical_specialty=PrimaryCare,True,all,L1_age=mid_age|L2_medical_specialty=PrimaryCare,33.0,0.42424242424242425,0.0,0.9090909090909091,0.5303030303030303,1,0.4779874213836478
L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=long_stay,L3,L1_age=oldest|L2_medical_specialty=InternalMed,104,49,0.4326923076923077,0.3469387755102041,0.2,0.0,0.5718954248366013,0.5657894736842105,0.4777777777777778,0.6935483870967742,0.37254901960784315,0.5882352941176471,True,153,153,0.40522875816993464,0.3742467210209146,0.6222970577809287,global_default,f1_regret_bnd,,-0.15612182987501516,,True,L1_age=oldest,True,all,L1_age=oldest,38.0,0.4473684210526316,0.0,0.9473684210526315,0.5263157894736842,1,0.40522875816993464
L1_age=oldest|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=short_stay,L3,L1_age=oldest|L2_medical_specialty=PrimaryCare,91,53,0.45054945054945056,0.5283018867924528,0.1,0.0,0.4716981132075472,0.6913580246913581,0.5283018867924528,1.0,0.0,1.0,False,53,144,0.4791666666666667,0.5,0.5342857142857143,global_default,f1_regret_bnd,0.21965991148381092,0.16666666666666663,0.05299324481714429,False,L1_age=oldest|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=short_stay,True,val,,26.0,0.4230769230769231,0.0,1.0,0.5769230769230769,1,0.4791666666666667
L1_age=oldest|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=mid_stay,L3,L1_age=oldest|L2_medical_specialty=PrimaryCare,95,47,0.47368421052631576,0.44680851063829785,0.1,0.0,0.5070422535211268,0.6515151515151515,0.6515151515151515,0.6515151515151515,0.528169014084507,0.4647887323943662,True,142,142,0.4647887323943662,0.3323365231259968,0.7103269537480065,global_default,f1_regret_bnd,,0.16666666666666663,,True,L1_age=oldest|L2_medical_specialty=PrimaryCare,True,all,L1_age=oldest|L2_medical_specialty=PrimaryCare,42.0,0.5,0.0,1.0,0.5,1,0.4647887323943662
L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=long_stay,L3,L1_age=young_old|L2_medical_specialty=PrimaryCare,84,33,0.5833333333333334,0.5454545454545454,0.1,0.0,0.37606837606837606,0.7529411764705882,0.6213592233009708,0.9552238805970149,0.05982905982905983,0.8803418803418803,True,117,117,0.5726495726495726,0.5476119402985075,0.6859701492537312,global_default,f1_regret_bnd,,0.21496238506547793,,True,L1_age=young_old|L2_medical_specialty=PrimaryCare,True,all,L1_age=young_old|L2_medical_specialty=PrimaryCare,27.0,0.5185185185185185,0.0,1.0,0.48148148148148145,1,0.5726495726495726
L1_age=mid_age|L2_medical_specialty=Cardio|L3_time_in_hospital=others,L3,L1_age=mid_age|L2_medical_specialty=Cardio,83,24,0.3855421686746988,0.4166666666666667,0.3,0.0,0.4252336448598131,0.6851851851851851,0.5606060606060606,0.8809523809523809,0.16822429906542055,0.616822429906542,True,107,107,0.3925233644859813,0.602014652014652,0.8040293040293041,global_default,f1_regret_bnd,,-0.09215686274509813,,True,L1_age=mid_age|L2_medical_specialty=Cardio,True,all,L1_age=mid_age|L2_medical_specialty=Cardio,,,,,,1,0.3925233644859813
L1_age=mid_age|L2_medical_specialty=InternalMed|L3_time_in_hospital=long_stay,L3,L1_age=mid_age|L2_medical_specialty=InternalMed,77,30,0.5064935064935064,0.5,0.3,0.1,0.4205607476635514,0.746031746031746,0.6527777777777778,0.8703703703703703,0.2616822429906542,0.6728971962616822,True,107,107,0.5046728971962616,0.4917889587700908,0.7575122292103423,global_default,f1_regret_bnd,,-0.04412999935387987,,True,L1_age=mid_age|L2_medical_specialty=InternalMed,True,all,L1_age=mid_age|L2_medical_specialty=InternalMed,33.0,0.36363636363636365,0.0,0.9090909090909091,0.6363636363636364,1,0.5046728971962616
L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=others,L3,L1_age=oldest|L2_medical_specialty=Surgery_Trauma,67,28,0.4626865671641791,0.5,0.2,0.0,0.38421052631578945,0.7378640776699029,0.6551724137931034,0.8444444444444444,0.22105263157894736,0.6105263157894737,True,95,95,0.47368421052631576,0.5722222222222222,0.8328888888888889,global_default,f1_regret_bnd,,0.171875,,True,L1_age=oldest|L2_medical_specialty=Surgery_Trauma,True,all,L1_age=oldest|L2_medical_specialty=Surgery_Trauma,,,,,,1,0.47368421052631576
L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=others,L3,L1_age=young_old|L2_medical_specialty=Cardio,55,24,0.5454545454545454,0.3333333333333333,0.2,0.1,0.36075949367088606,0.769230769230769,0.660377358490566,0.9210526315789473,0.22784810126582278,0.6708860759493671,True,79,79,0.4810126582278481,0.5580872913992297,0.8177150192554558,global_default,f1_regret_bnd,,0.13115068250832862,,True,L1_age=young_old,True,all,L1_age=young_old,,,,,,1,0.4810126582278481
