bucket_id,level,assigned_samples,used_local_decision,fallback_to_parent,parent_id,is_weak,effective_bucket_id,fallback_from_children
L1_age=oldest|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=others,3,14,0,14,L1_age=oldest|L2_medical_specialty=PrimaryCare,True,L1_age=oldest,0
L1_age=oldest|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=short_stay,3,43,0,43,L1_age=oldest|L2_medical_specialty=PrimaryCare,True,L1_age=oldest,0
L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay,3,69,69,0,L1_age=oldest|L2_medical_specialty=Surgery_Trauma,False,L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay,0
L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=others,3,27,0,27,L1_age=oldest|L2_medical_specialty=Surgery_Trauma,True,L1_age=oldest|L2_medical_specialty=Surgery_Trauma,0
L1_age=oldest|L2_medical_specialty=Surgery_Trauma,2,0,86,0,L1_age=oldest,False,L1_age=oldest|L2_medical_specialty=Surgery_Trauma,86
L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay,3,59,0,59,L1_age=oldest|L2_medical_specialty=Surgery_Trauma,True,L1_age=oldest|L2_medical_specialty=Surgery_Trauma,0
L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=mid_stay,3,54,54,0,L1_age=young_old|L2_medical_specialty=Cardio,False,L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=mid_stay,0
L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=others,3,25,0,25,L1_age=young_old|L2_medical_specialty=Cardio,True,L1_age=young_old,0
L1_age=young_old,1,0,262,0,ROOT,False,L1_age=young_old,262
L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=short_stay,3,106,0,106,L1_age=young_old|L2_medical_specialty=Cardio,True,L1_age=young_old,0
L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=long_stay,3,56,56,0,L1_age=young_old|L2_medical_specialty=InternalMed,False,L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=long_stay,0
L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=mid_stay,3,131,0,131,L1_age=young_old|L2_medical_specialty=InternalMed,True,L1_age=young_old,0
L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=short_stay,3,129,129,0,L1_age=young_old|L2_medical_specialty=InternalMed,False,L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=short_stay,0
L1_age=young_old|L2_medical_specialty=Others,2,1565,1565,0,L1_age=young_old,False,L1_age=young_old|L2_medical_specialty=Others,0
L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=long_stay,3,30,0,30,L1_age=young_old|L2_medical_specialty=PrimaryCare,True,L1_age=young_old|L2_medical_specialty=PrimaryCare,0
L1_age=young_old|L2_medical_specialty=PrimaryCare,2,0,99,0,L1_age=young_old,False,L1_age=young_old|L2_medical_specialty=PrimaryCare,99
L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=mid_stay,3,69,0,69,L1_age=young_old|L2_medical_specialty=PrimaryCare,True,L1_age=young_old|L2_medical_specialty=PrimaryCare,0
L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=short_stay,3,78,78,0,L1_age=young_old|L2_medical_specialty=PrimaryCare,False,L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=short_stay,0
L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=long_stay,3,55,0,55,L1_age=young_old|L2_medical_specialty=Surgery_Trauma,True,L1_age=young_old|L2_medical_specialty=Surgery_Trauma,0
L1_age=young_old|L2_medical_specialty=Surgery_Trauma,2,0,55,0,L1_age=young_old,False,L1_age=young_old|L2_medical_specialty=Surgery_Trauma,55
L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay,3,116,116,0,L1_age=young_old|L2_medical_specialty=Surgery_Trauma,False,L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay,0
L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay,3,113,113,0,L1_age=young_old|L2_medical_specialty=Surgery_Trauma,False,L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay,0
