bucket_id,Precision,Recall,F1,BAC,AUC,MCC,Kappa,Regret,BND_ratio,POS_Coverage,n_samples,alpha,beta
L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay,0.5818181818181818,0.9696969696969697,0.7272727272727272,0.5589225589225589,0.6520763187429854,0.21212121212121213,0.12727272727272732,0.43333333333333335,0.08333333333333333,0.9166666666666666,60,0.3,0.0
L1_age=mid_age|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay,0.4126984126984127,0.8387096774193549,0.553191489361702,0.6110215053763441,0.7290322580645161,0.22800495708208274,0.17771084337349408,0.5879120879120879,0.3076923076923077,0.6923076923076923,91,0.3,0.0
L1_age=young_old|L2_medical_specialty=Others|L3_time_in_hospital=short_stay,0.48258706467661694,0.9150943396226415,0.6319218241042345,0.5616080835169045,0.6692606072215305,0.17012081735869244,0.1134129677789042,0.5337078651685393,0.15308988764044945,0.8469101123595506,712,0.3,0.0
L1_age=mid_age|L2_medical_specialty=Cardio|L3_time_in_hospital=short_stay,0.4375,0.7368421052631579,0.5490196078431372,0.5956937799043062,0.6236044657097288,0.1894338076060206,0.16713091922005563,0.5865384615384616,0.38461538461538464,0.6153846153846154,52,0.3,0.0
L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay,0.4111111111111111,0.7872340425531915,0.5401459854014599,0.5355089131684876,0.6299597469810236,0.07929212606782514,0.06085992361709991,0.6074380165289256,0.256198347107438,0.743801652892562,121,0.3,0.0
L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=mid_stay,0.5692307692307692,0.9736842105263158,0.7184466019417477,0.5201754385964913,0.46403508771929824,0.09756366365628592,0.04457364341085268,0.4411764705882353,0.04411764705882353,0.9558823529411765,68,0.3,0.0
L1_age=mid_age|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=long_stay,0.6666666666666666,1.0,0.8,0.5,0.888888888888889,0.0,0.0,0.3333333333333333,0.0,1.0,9,0.3,0.0
L1_age=mid_age|L2_medical_specialty=Cardio|L3_time_in_hospital=mid_stay,0.5652173913043478,1.0,0.7222222222222222,0.5833333333333334,0.7756410256410257,0.30692490702242564,0.17218543046357604,0.44,0.08,0.92,25,0.3,0.0
L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=long_stay,0.5409836065573771,0.9166666666666666,0.6804123711340206,0.5067204301075269,0.47401433691756273,0.023470298823118248,0.01423825344091123,0.48507462686567165,0.08955223880597014,0.9104477611940298,67,0.3,0.0
L1_age=mid_age|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=mid_stay,0.4722222222222222,1.0,0.6415094339622641,0.5681818181818181,0.7192513368983957,0.2537596094612761,0.12099644128113873,0.5256410256410257,0.07692307692307693,0.9230769230769231,39,0.3,0.0
L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=short_stay,0.3877551020408163,0.95,0.5507246376811594,0.6,0.5650000000000001,0.24365796154926908,0.14678899082568797,0.6,0.18333333333333332,0.8166666666666667,60,0.3,0.0
L1_age=mid_age|L2_medical_specialty=InternalMed|L3_time_in_hospital=mid_stay,0.484375,0.9117647058823529,0.6326530612244898,0.5328054298642534,0.6319758672699849,0.0995488503440725,0.06209850107066395,0.5342465753424658,0.1232876712328767,0.8767123287671232,73,0.3,0.0
L1_age=oldest|L2_medical_specialty=Others|L3_time_in_hospital=short_stay,0.5201612903225806,0.9772727272727273,0.6789473684210525,0.5412679425837321,0.5825928457507404,0.1684245122320424,0.08226410809583296,0.4867924528301887,0.06415094339622641,0.9358490566037736,265,0.3,0.0
L1_age=mid_age|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=short_stay,0.48148148148148145,0.7878787878787878,0.5977011494252873,0.505050505050505,0.6178451178451178,0.012232930723626228,0.009840098400984099,0.5652173913043478,0.21739130434782608,0.782608695652174,69,0.3,0.0
L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=long_stay,0.5789473684210527,1.0,0.7333333333333334,0.5555555555555556,0.5555555555555556,0.25362863675089403,0.120879120879121,0.425,0.05,0.95,20,0.3,0.0
L1_age=oldest|L2_medical_specialty=Cardio|L3_time_in_hospital=long_stay,0.7272727272727273,1.0,0.8421052631578948,0.5,0.7916666666666666,0.0,0.0,0.2727272727272727,0.0,1.0,11,0.3,0.0
L1_age=oldest|L2_medical_specialty=Cardio|L3_time_in_hospital=short_stay,0.5714285714285714,1.0,0.7272727272727273,0.5714285714285714,0.6607142857142857,0.2857142857142857,0.15094339622641506,0.43333333333333335,0.06666666666666667,0.9333333333333333,15,0.3,0.0
L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay,0.5825242718446602,0.967741935483871,0.7272727272727272,0.5359543010752689,0.5695564516129032,0.14609309089397654,0.07958348828560802,0.4318181818181818,0.06363636363636363,0.9363636363636364,110,0.3,0.0
L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=long_stay,0.2903225806451613,1.0,0.45000000000000007,0.5416666666666666,0.5324074074074074,0.1555427542095638,0.047244094488189115,0.696969696969697,0.06060606060606061,0.9393939393939394,33,0.3,0.0
L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=short_stay,0.65625,0.8571428571428571,0.743362831858407,0.5492610837438423,0.6038001407459536,0.1240729167463663,0.11014948859166018,0.4166666666666667,0.1794871794871795,0.8205128205128205,78,0.3,0.0
L1_age=oldest|L2_medical_specialty=Others|L3_time_in_hospital=long_stay,0.4752475247524752,0.96,0.6357615894039734,0.5383333333333333,0.5176666666666667,0.13927888040661224,0.07066052227342556,0.5318181818181819,0.08181818181818182,0.9181818181818182,110,0.3,0.0
L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=long_stay,0.425,0.85,0.5666666666666667,0.5416666666666666,0.5583333333333333,0.10206207261596575,0.0714285714285714,0.59,0.2,0.8,50,0.3,0.0
L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=mid_stay,0.4782608695652174,0.825,0.6055045871559632,0.5451530612244898,0.561734693877551,0.10762314710307035,0.08466873953599618,0.5561797752808989,0.2247191011235955,0.7752808988764045,89,0.3,0.0
L1_age=mid_age|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay,0.5609756097560976,0.92,0.6969696969696971,0.6138461538461539,0.7215384615384616,0.2866903723636421,0.2249240121580547,0.47058823529411764,0.19607843137254902,0.803921568627451,51,0.3,0.0
L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=short_stay,0.48120300751879697,0.927536231884058,0.6336633663366336,0.6006102212051869,0.7093821510297483,0.2537182925922871,0.1785569243265196,0.5304878048780488,0.18902439024390244,0.8109756097560976,164,0.3,0.0
L1_age=oldest|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=mid_stay,0.47058823529411764,0.9411764705882353,0.627450980392157,0.4969040247678018,0.6346749226006192,-0.013495043168856575,-0.005882352941176672,0.5416666666666666,0.05555555555555555,0.9444444444444444,36,0.3,0.0
L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=long_stay,0.5161290322580645,0.9411764705882353,0.6666666666666666,0.5018382352941176,0.6323529411764706,0.0077005137954212185,0.0037735849056604875,0.5,0.06060606060606061,0.9393939393939394,33,0.3,0.0
L1_age=oldest|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=short_stay,0.6,0.9230769230769231,0.7272727272727274,0.5615384615384615,0.5846153846153846,0.18116432546313532,0.13389121338912124,0.43478260869565216,0.13043478260869565,0.8695652173913043,23,0.3,0.0
L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=mid_stay,0.5416666666666666,0.9285714285714286,0.6842105263157894,0.5059523809523809,0.6294642857142857,0.0222717701593687,0.012658227848101222,0.4807692307692308,0.07692307692307693,0.9230769230769231,52,0.3,0.0
L1_age=mid_age|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=long_stay,0.5263157894736842,1.0,0.6896551724137931,0.5909090909090909,0.7999999999999999,0.309344112444873,0.1746724890829695,0.47619047619047616,0.09523809523809523,0.9047619047619048,21,0.3,0.0
L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay,0.4791666666666667,1.0,0.647887323943662,0.5535714285714286,0.422360248447205,0.22658174179374144,0.097664543524416,0.5196078431372549,0.058823529411764705,0.9411764705882353,51,0.3,0.0
L1_age=mid_age|L2_medical_specialty=Cardio|L3_time_in_hospital=long_stay,0.42857142857142855,1.0,0.6,0.5,0.75,0.0,0.0,0.5714285714285714,0.0,1.0,7,0.3,0.0
L1_age=oldest|L2_medical_specialty=Cardio|L3_time_in_hospital=mid_stay,0.75,1.0,0.8571428571428571,0.5,0.6666666666666667,0.0,0.0,0.25,0.0,1.0,8,0.3,0.0
L1_age=mid_age|L2_medical_specialty=InternalMed|L3_time_in_hospital=long_stay,0.4090909090909091,0.8181818181818182,0.5454545454545455,0.47575757575757577,0.6545454545454545,-0.06639061303092922,-0.042780748663101775,0.6153846153846154,0.15384615384615385,0.8461538461538461,26,0.3,0.0
L1_age=oldest|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=long_stay,0.4444444444444444,1.0,0.6153846153846153,0.5833333333333334,0.75,0.2721655269759087,0.13793103448275867,0.55,0.1,0.9,10,0.3,0.0
L1_age=young_old|L2_medical_specialty=Others,0.5033161385408991,0.9279891304347826,0.652651696129957,0.5416888008063637,0.6510110193963168,0.1303806657074311,0.08073144635735818,0.5143415906127771,0.11538461538461539,0.8846153846153846,1534,0.3,0.0
L1_age=young_old,0.5085278276481149,0.9196428571428571,0.6549132947976878,0.5425195993031359,0.6391392763105797,0.12885174240469324,0.08299360472979511,0.5119889937106918,0.12421383647798742,0.8757861635220126,2544,0.3,0.0
L1_age=mid_age|L2_medical_specialty=InternalMed,0.4928571428571429,0.8214285714285714,0.6160714285714286,0.5993107769423559,0.6906850459482039,0.2156951745204768,0.18260368663594473,0.5429292929292929,0.29292929292929293,0.7070707070707071,198,0.3,0.0
L1_age=mid_age,0.4827586206896552,0.865040650406504,0.6196854979615608,0.5699249053559238,0.6820083162663688,0.1693886560830998,0.12875872452638282,0.5431834403997144,0.21341898643825838,0.7865810135617416,1401,0.3,0.0
L1_age=mid_age|L2_medical_specialty=Others,0.47935103244837757,0.8689839572192514,0.6178707224334601,0.5549220861365074,0.6707319878097867,0.1386473308358076,0.10175133960435079,0.5458879618593564,0.19189511323003575,0.8081048867699643,839,0.3,0.0
L1_age=young_old|L2_medical_specialty=InternalMed,0.5180722891566265,0.9297297297297298,0.665377176015474,0.5608244608244608,0.6529620529620529,0.17892564560868424,0.11855635817003907,0.5013054830287206,0.13315926892950392,0.8668407310704961,383,0.3,0.0
L1_age=oldest|L2_medical_specialty=Others,0.5113043478260869,0.9607843137254902,0.6674233825198638,0.5286236681167644,0.5894384549103672,0.11364167429537866,0.056845630931201985,0.4991896272285251,0.06807131280388978,0.9319286871961102,617,0.3,0.0
L1_age=oldest,0.4994786235662148,0.9503968253968254,0.6548188653451811,0.5396267248581224,0.5892947166767494,0.13764623053395025,0.07631507317183106,0.5123222748815166,0.0909952606635071,0.9090047393364928,1055,0.3,0.0
L1_age=young_old|L2_medical_specialty=Cardio,0.4726027397260274,0.8846153846153846,0.6160714285714286,0.5097234226447709,0.6198501872659177,0.029262093156832862,0.0184527063969383,0.5508982035928144,0.12574850299401197,0.874251497005988,167,0.3,0.0
L1_age=oldest|L2_medical_specialty=InternalMed,0.43506493506493504,0.8701298701298701,0.58008658008658,0.553485987696514,0.5493278651173388,0.13277202577093258,0.09203626562117129,0.5785340314136126,0.193717277486911,0.806282722513089,191,0.3,0.0
L1_age=oldest|L2_medical_specialty=Surgery_Trauma,0.47761194029850745,0.9846153846153847,0.6432160804020101,0.549269717624148,0.5598831548198637,0.19289807500342815,0.09006763972944098,0.5243055555555556,0.06944444444444445,0.9305555555555556,144,0.3,0.0
L1_age=mid_age|L2_medical_specialty=Surgery_Trauma,0.4796747967479675,0.8939393939393939,0.6243386243386244,0.6170727897532021,0.7374258044361137,0.26709222535586613,0.20575114954361395,0.5368098159509203,0.24539877300613497,0.754601226993865,163,0.3,0.0
L1_age=mid_age|L2_medical_specialty=Cardio,0.4838709677419355,0.8571428571428571,0.6185567010309277,0.6020408163265306,0.6763848396501457,0.22883834436313077,0.1838235294117646,0.5416666666666666,0.2619047619047619,0.7380952380952381,84,0.3,0.0
L1_age=young_old|L2_medical_specialty=Surgery_Trauma,0.4892703862660944,0.8837209302325582,0.6298342541436465,0.5504130966952264,0.6149020807833537,0.1335031278711113,0.09502980196116129,0.5355871886120996,0.1708185053380783,0.8291814946619217,281,0.3,0.0
L1_age=young_old|L2_medical_specialty=PrimaryCare,0.59375,0.9134615384615384,0.7196969696969697,0.5233974358974359,0.5330769230769231,0.07495640883454276,0.052232398397252355,0.441340782122905,0.10614525139664804,0.8938547486033519,179,0.3,0.0
L1_age=mid_age|L2_medical_specialty=PrimaryCare,0.494949494949495,0.875,0.6322580645161291,0.5276639344262295,0.669496487119438,0.07660357238754294,0.05363984674329492,0.5341880341880342,0.15384615384615385,0.8461538461538461,117,0.3,0.0
L1_age=oldest|L2_medical_specialty=Cardio,0.6666666666666666,1.0,0.8,0.5416666666666666,0.7045454545454545,0.23570226039551584,0.10526315789473673,0.3382352941176471,0.029411764705882353,0.9705882352941176,34,0.3,0.0
L1_age=oldest|L2_medical_specialty=PrimaryCare,0.5079365079365079,0.9411764705882353,0.6597938144329897,0.5277310924369748,0.6487394957983192,0.09840667431338063,0.0547945205479452,0.5072463768115942,0.08695652173913043,0.9130434782608695,69,0.3,0.0
