bucket_id,alpha,beta,threshold_mode,threshold_source_bucket,is_weak
L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Transfer,0.7,0.1,bucket_wise,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er,True
L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Home,0.3,0.1,bucket_wise,L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er,True
L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Transfer,0.3,0.1,bucket_wise,L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er,True
L1_number_inpatient=no_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=Home,0.3,0.1,bucket_wise,L1_number_inpatient=no_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=Home,False
L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Home,0.5,0.4,bucket_wise,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Home,False
L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=OtherDisp,0.4,0.2,bucket_wise,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=OtherDisp,False
L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=SNF_Rehab,0.4,0.2,bucket_wise,L1_number_inpatient=no_prev_inpt,True
L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Transfer,0.4,0.2,bucket_wise,L1_number_inpatient=no_prev_inpt,True
L1_number_inpatient=no_prev_inpt|L2_number_emergency=one_prev_er|L3_discharge_disposition_id=Home,0.4,0.2,bucket_wise,L1_number_inpatient=no_prev_inpt|L2_number_emergency=one_prev_er|L3_discharge_disposition_id=Home,False
L1_number_inpatient=no_prev_inpt|L2_number_emergency=one_prev_er|L3_discharge_disposition_id=Transfer,0.4,0.2,bucket_wise,L1_number_inpatient=no_prev_inpt,True
L1_number_inpatient=many_prev_inpt|L2_number_emergency=one_prev_er,0.4,0.1,bucket_wise,L1_number_inpatient=many_prev_inpt,True
L1_number_inpatient=few_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=Home,0.3,0.1,bucket_wise,L1_number_inpatient=few_prev_inpt|L2_number_emergency=multi_prev_er,True
L1_number_inpatient=few_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=others,0.3,0.1,bucket_wise,L1_number_inpatient=few_prev_inpt|L2_number_emergency=multi_prev_er,True
L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Expired,0.7,0.1,bucket_wise,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er,True
L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=others,0.7,0.1,bucket_wise,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er,True
L1_number_inpatient=many_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=Home,0.4,0.2,bucket_wise,L1_number_inpatient=many_prev_inpt|L2_number_emergency=multi_prev_er,True
L1_number_inpatient=many_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=others,0.4,0.2,bucket_wise,L1_number_inpatient=many_prev_inpt|L2_number_emergency=multi_prev_er,True
L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=others,0.3,0.1,bucket_wise,L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er,True
L1_number_inpatient=no_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=others,0.4,0.2,bucket_wise,L1_number_inpatient=no_prev_inpt,True
L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Expired,0.4,0.2,bucket_wise,L1_number_inpatient=no_prev_inpt,True
L1_number_inpatient=no_prev_inpt|L2_number_emergency=one_prev_er|L3_discharge_disposition_id=others,0.4,0.2,bucket_wise,L1_number_inpatient=no_prev_inpt,True
