fold,bucket_id,parent_id,level,split_name,split_type,split_rule,n_samples_total,n_train,n_val,n_test,is_leaf,is_weak,effective_bucket_id
1,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=OtherDisp,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,OtherDisp,728,507,221,181.0,True,False,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=OtherDisp
1,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Transfer,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,Transfer,3016,2117,899,803.0,True,True,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er
1,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=others,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,others,266,203,63,74.0,True,True,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er
1,L1_number_inpatient=many_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=Home,L1_number_inpatient=many_prev_inpt|L2_number_emergency=multi_prev_er,3,L3_discharge_disposition_id,category_group,Home,288,201,87,77.0,True,False,L1_number_inpatient=many_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=Home
1,L1_number_inpatient=many_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=others,L1_number_inpatient=many_prev_inpt|L2_number_emergency=multi_prev_er,3,L3_discharge_disposition_id,category_group,others,129,96,33,40.0,True,True,L1_number_inpatient=many_prev_inpt|L2_number_emergency=multi_prev_er
1,L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Home,L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,Home,1115,761,354,295.0,True,True,ROOT
1,L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Transfer,L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,Transfer,859,612,247,205.0,True,True,ROOT
1,L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=others,L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,others,252,185,67,65.0,True,True,ROOT
1,L1_number_inpatient=no_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=Home,L1_number_inpatient=no_prev_inpt|L2_number_emergency=multi_prev_er,3,L3_discharge_disposition_id,category_group,Home,350,230,120,100.0,True,False,L1_number_inpatient=no_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=Home
1,L1_number_inpatient=no_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=others,L1_number_inpatient=no_prev_inpt|L2_number_emergency=multi_prev_er,3,L3_discharge_disposition_id,category_group,others,163,119,44,45.0,True,True,L1_number_inpatient=no_prev_inpt
1,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Expired,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,Expired,1023,708,315,259.0,True,True,L1_number_inpatient=no_prev_inpt
1,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Home,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,Home,41344,29008,12336,10331.0,True,False,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Home
1,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=OtherDisp,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,OtherDisp,5537,3898,1639,1326.0,True,False,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=OtherDisp
1,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=SNF_Rehab,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,SNF_Rehab,444,305,139,104.0,True,True,L1_number_inpatient=no_prev_inpt
1,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Transfer,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,Transfer,19932,13892,6040,4936.0,True,True,L1_number_inpatient=no_prev_inpt
1,L1_number_inpatient=no_prev_inpt|L2_number_emergency=one_prev_er|L3_discharge_disposition_id=Home,L1_number_inpatient=no_prev_inpt|L2_number_emergency=one_prev_er,3,L3_discharge_disposition_id,category_group,Home,555,387,168,152.0,True,False,L1_number_inpatient=no_prev_inpt|L2_number_emergency=one_prev_er|L3_discharge_disposition_id=Home
1,L1_number_inpatient=no_prev_inpt|L2_number_emergency=one_prev_er|L3_discharge_disposition_id=Transfer,L1_number_inpatient=no_prev_inpt|L2_number_emergency=one_prev_er,3,L3_discharge_disposition_id,category_group,Transfer,369,255,114,85.0,True,True,L1_number_inpatient=no_prev_inpt
1,L1_number_inpatient=no_prev_inpt|L2_number_emergency=one_prev_er|L3_discharge_disposition_id=others,L1_number_inpatient=no_prev_inpt|L2_number_emergency=one_prev_er,3,L3_discharge_disposition_id,category_group,others,80,53,27,16.0,True,True,L1_number_inpatient=no_prev_inpt
2,ROOT,ROOT,0,ROOT,ROOT,all,81413,11397,4884,,False,False,ROOT
2,L1_number_inpatient=few_prev_inpt,ROOT,1,L1_number_inpatient,numeric_bin,few_prev_inpt,8721,1215,704,,False,True,ROOT
2,L1_number_inpatient=many_prev_inpt,ROOT,1,L1_number_inpatient,numeric_bin,many_prev_inpt,2930,547,346,,False,True,ROOT
2,L1_number_inpatient=no_prev_inpt,ROOT,1,L1_number_inpatient,numeric_bin,no_prev_inpt,69762,9771,4322,,False,True,ROOT
2,L1_number_inpatient=few_prev_inpt|L2_number_emergency=multi_prev_er,L1_number_inpatient=few_prev_inpt,2,L2_number_emergency,numeric_bin,multi_prev_er,378,272,106,,False,True,ROOT
2,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er,L1_number_inpatient=few_prev_inpt,2,L2_number_emergency,numeric_bin,no_prev_er,7964,1268,544,,False,False,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er
2,L1_number_inpatient=few_prev_inpt|L2_number_emergency=one_prev_er,L1_number_inpatient=few_prev_inpt,2,L2_number_emergency,numeric_bin,one_prev_er,379,264,115,93.0,True,False,L1_number_inpatient=few_prev_inpt|L2_number_emergency=one_prev_er
2,L1_number_inpatient=many_prev_inpt|L2_number_emergency=multi_prev_er,L1_number_inpatient=many_prev_inpt,2,L2_number_emergency,numeric_bin,multi_prev_er,432,133,133,,False,False,L1_number_inpatient=many_prev_inpt|L2_number_emergency=multi_prev_er
2,L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er,L1_number_inpatient=many_prev_inpt,2,L2_number_emergency,numeric_bin,no_prev_er,2245,456,193,,False,False,L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er
2,L1_number_inpatient=many_prev_inpt|L2_number_emergency=one_prev_er,L1_number_inpatient=many_prev_inpt,2,L2_number_emergency,numeric_bin,one_prev_er,253,175,78,60.0,True,True,ROOT
2,L1_number_inpatient=no_prev_inpt|L2_number_emergency=multi_prev_er,L1_number_inpatient=no_prev_inpt,2,L2_number_emergency,numeric_bin,multi_prev_er,543,163,179,,False,True,ROOT
2,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er,L1_number_inpatient=no_prev_inpt,2,L2_number_emergency,numeric_bin,no_prev_er,68210,9559,4182,,False,False,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er
2,L1_number_inpatient=no_prev_inpt|L2_number_emergency=one_prev_er,L1_number_inpatient=no_prev_inpt,2,L2_number_emergency,numeric_bin,one_prev_er,1009,185,306,,False,False,L1_number_inpatient=no_prev_inpt|L2_number_emergency=one_prev_er
2,L1_number_inpatient=few_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=Home,L1_number_inpatient=few_prev_inpt|L2_number_emergency=multi_prev_er,3,L3_discharge_disposition_id,category_group,Home,236,173,63,58.0,True,True,ROOT
2,L1_number_inpatient=few_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=others,L1_number_inpatient=few_prev_inpt|L2_number_emergency=multi_prev_er,3,L3_discharge_disposition_id,category_group,others,142,99,43,36.0,True,True,ROOT
2,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Expired,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,Expired,207,148,59,45.0,True,True,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er
2,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Home,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,Home,3922,2710,1212,1043.0,True,True,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er
2,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=OtherDisp,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,OtherDisp,710,489,221,199.0,True,False,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=OtherDisp
2,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Transfer,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,Transfer,3056,2146,910,763.0,True,True,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er
2,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=others,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,others,69,52,17,19.0,True,True,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er
2,L1_number_inpatient=many_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=Home,L1_number_inpatient=many_prev_inpt|L2_number_emergency=multi_prev_er,3,L3_discharge_disposition_id,category_group,Home,297,207,90,68.0,True,False,L1_number_inpatient=many_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=Home
2,L1_number_inpatient=many_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=others,L1_number_inpatient=many_prev_inpt|L2_number_emergency=multi_prev_er,3,L3_discharge_disposition_id,category_group,others,135,92,43,34.0,True,True,L1_number_inpatient=many_prev_inpt|L2_number_emergency=multi_prev_er
2,L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Home,L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,Home,1138,804,334,272.0,True,True,L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er
2,L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Transfer,L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,Transfer,854,585,269,210.0,True,True,L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er
2,L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=others,L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,others,253,179,74,64.0,True,True,L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er
2,L1_number_inpatient=no_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=Home,L1_number_inpatient=no_prev_inpt|L2_number_emergency=multi_prev_er,3,L3_discharge_disposition_id,category_group,Home,369,251,118,81.0,True,False,L1_number_inpatient=no_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=Home
2,L1_number_inpatient=no_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=others,L1_number_inpatient=no_prev_inpt|L2_number_emergency=multi_prev_er,3,L3_discharge_disposition_id,category_group,others,174,113,61,34.0,True,True,ROOT
2,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Expired,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,Expired,1033,715,318,249.0,True,True,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er
2,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Home,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,Home,41440,29039,12401,10235.0,True,False,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Home
2,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=OtherDisp,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,OtherDisp,5500,3855,1645,1363.0,True,False,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=OtherDisp
2,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=SNF_Rehab,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,SNF_Rehab,436,310,126,112.0,True,True,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er
2,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Transfer,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,Transfer,19801,13880,5921,5067.0,True,False,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Transfer
2,L1_number_inpatient=no_prev_inpt|L2_number_emergency=one_prev_er|L3_discharge_disposition_id=Home,L1_number_inpatient=no_prev_inpt|L2_number_emergency=one_prev_er,3,L3_discharge_disposition_id,category_group,Home,575,407,168,132.0,True,True,L1_number_inpatient=no_prev_inpt|L2_number_emergency=one_prev_er
2,L1_number_inpatient=no_prev_inpt|L2_number_emergency=one_prev_er|L3_discharge_disposition_id=Transfer,L1_number_inpatient=no_prev_inpt|L2_number_emergency=one_prev_er,3,L3_discharge_disposition_id,category_group,Transfer,359,239,120,95.0,True,True,L1_number_inpatient=no_prev_inpt|L2_number_emergency=one_prev_er
2,L1_number_inpatient=no_prev_inpt|L2_number_emergency=one_prev_er|L3_discharge_disposition_id=others,L1_number_inpatient=no_prev_inpt|L2_number_emergency=one_prev_er,3,L3_discharge_disposition_id,category_group,others,75,57,18,21.0,True,True,L1_number_inpatient=no_prev_inpt|L2_number_emergency=one_prev_er
3,ROOT,ROOT,0,ROOT,ROOT,all,81413,11396,4883,,False,False,ROOT
3,L1_number_inpatient=few_prev_inpt,ROOT,1,L1_number_inpatient,numeric_bin,few_prev_inpt,8848,1212,753,,False,True,ROOT
3,L1_number_inpatient=many_prev_inpt,ROOT,1,L1_number_inpatient,numeric_bin,many_prev_inpt,2904,542,349,,False,False,L1_number_inpatient=many_prev_inpt
3,L1_number_inpatient=no_prev_inpt,ROOT,1,L1_number_inpatient,numeric_bin,no_prev_inpt,69661,9776,4278,,False,False,L1_number_inpatient=no_prev_inpt
3,L1_number_inpatient=few_prev_inpt|L2_number_emergency=multi_prev_er,L1_number_inpatient=few_prev_inpt,2,L2_number_emergency,numeric_bin,multi_prev_er,391,268,123,,False,True,ROOT
3,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er,L1_number_inpatient=few_prev_inpt,2,L2_number_emergency,numeric_bin,no_prev_er,8079,1257,573,,False,False,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er
3,L1_number_inpatient=few_prev_inpt|L2_number_emergency=one_prev_er,L1_number_inpatient=few_prev_inpt,2,L2_number_emergency,numeric_bin,one_prev_er,378,254,124,94.0,True,False,L1_number_inpatient=few_prev_inpt|L2_number_emergency=one_prev_er
3,L1_number_inpatient=many_prev_inpt|L2_number_emergency=multi_prev_er,L1_number_inpatient=many_prev_inpt,2,L2_number_emergency,numeric_bin,multi_prev_er,437,291,146,,False,False,L1_number_inpatient=many_prev_inpt|L2_number_emergency=multi_prev_er
3,L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er,L1_number_inpatient=many_prev_inpt,2,L2_number_emergency,numeric_bin,no_prev_er,2224,446,200,,False,True,L1_number_inpatient=many_prev_inpt
3,L1_number_inpatient=many_prev_inpt|L2_number_emergency=one_prev_er,L1_number_inpatient=many_prev_inpt,2,L2_number_emergency,numeric_bin,one_prev_er,243,170,73,70.0,True,True,L1_number_inpatient=many_prev_inpt
3,L1_number_inpatient=no_prev_inpt|L2_number_emergency=multi_prev_er,L1_number_inpatient=no_prev_inpt,2,L2_number_emergency,numeric_bin,multi_prev_er,519,154,155,,False,True,L1_number_inpatient=no_prev_inpt
3,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er,L1_number_inpatient=no_prev_inpt,2,L2_number_emergency,numeric_bin,no_prev_er,68143,9565,4176,,False,False,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er
3,L1_number_inpatient=no_prev_inpt|L2_number_emergency=one_prev_er,L1_number_inpatient=no_prev_inpt,2,L2_number_emergency,numeric_bin,one_prev_er,999,181,302,,False,True,L1_number_inpatient=no_prev_inpt
3,L1_number_inpatient=few_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=Home,L1_number_inpatient=few_prev_inpt|L2_number_emergency=multi_prev_er,3,L3_discharge_disposition_id,category_group,Home,235,158,77,59.0,True,True,ROOT
3,L1_number_inpatient=few_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=others,L1_number_inpatient=few_prev_inpt|L2_number_emergency=multi_prev_er,3,L3_discharge_disposition_id,category_group,others,156,110,46,22.0,True,True,ROOT
3,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Home,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,Home,4002,2700,1302,963.0,True,True,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er
3,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=OtherDisp,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,OtherDisp,734,528,206,175.0,True,False,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=OtherDisp
3,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Transfer,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,Transfer,3073,2133,940,746.0,True,True,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er
3,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=others,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,others,270,186,84,70.0,True,True,L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er
3,L1_number_inpatient=many_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=Home,L1_number_inpatient=many_prev_inpt|L2_number_emergency=multi_prev_er,3,L3_discharge_disposition_id,category_group,Home,296,193,103,69.0,True,True,L1_number_inpatient=many_prev_inpt|L2_number_emergency=multi_prev_er
3,L1_number_inpatient=many_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=others,L1_number_inpatient=many_prev_inpt|L2_number_emergency=multi_prev_er,3,L3_discharge_disposition_id,category_group,others,141,98,43,28.0,True,True,L1_number_inpatient=many_prev_inpt|L2_number_emergency=multi_prev_er
3,L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Home,L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,Home,1114,779,335,296.0,True,True,L1_number_inpatient=many_prev_inpt
3,L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Transfer,L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,Transfer,856,624,232,208.0,True,True,L1_number_inpatient=many_prev_inpt
3,L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=others,L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,others,254,167,87,63.0,True,True,L1_number_inpatient=many_prev_inpt
3,L1_number_inpatient=no_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=Home,L1_number_inpatient=no_prev_inpt|L2_number_emergency=multi_prev_er,3,L3_discharge_disposition_id,category_group,Home,362,262,100,88.0,True,False,L1_number_inpatient=no_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=Home
3,L1_number_inpatient=no_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=others,L1_number_inpatient=no_prev_inpt|L2_number_emergency=multi_prev_er,3,L3_discharge_disposition_id,category_group,others,157,102,55,51.0,True,True,L1_number_inpatient=no_prev_inpt
3,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Expired,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,Expired,1026,745,281,256.0,True,True,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er
3,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Home,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,Home,41290,28995,12295,10385.0,True,False,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Home
3,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=OtherDisp,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,OtherDisp,5437,3820,1617,1426.0,True,True,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er
3,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=SNF_Rehab,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,SNF_Rehab,450,308,142,98.0,True,False,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=SNF_Rehab
3,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Transfer,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er,3,L3_discharge_disposition_id,category_group,Transfer,19940,13960,5980,4928.0,True,True,L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er
