bucket_id,Precision,Recall,F1,BAC,AUC,MCC,Kappa,Regret,BND_ratio,POS_Coverage,n_samples,alpha,beta
L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=OtherDisp|L4_number_diagnoses=mid_dx,0.0,0.0,0.0,0.375,0.75,-0.31622776601683794,-0.2857142857142856,0.5833333333333334,0.5,0.16666666666666666,6,0.4,0.2
L1_number_inpatient=few_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=Transfer|L4_number_diagnoses=high_dx,0.0,0.0,0.0,0.475,0.757142857142857,-0.11602387022306428,-0.06930693069306937,0.5185185185185185,0.4444444444444444,0.037037037037037035,27,0.4,0.2
L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Transfer|L4_number_diagnoses=low_dx,0.0,0.0,0.0,0.5,0.6666666666666667,0.0,0.0,0.8125,0.5,0.0,8,0.4,0.2
L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=OtherDisp|L4_number_diagnoses=mid_dx,0.3333333333333333,0.2,0.25,0.5655172413793104,0.5862068965517242,0.1636168870406704,0.15702479338842967,0.4411764705882353,0.4411764705882353,0.08823529411764706,34,0.4,0.2
L1_number_inpatient=no_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=Home|L4_number_diagnoses=low_dx,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,4,0.4,0.2
L1_number_inpatient=no_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=Home|L4_number_diagnoses=mid_dx,0.0,0.0,0.0,0.5,0.7142857142857143,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,9,0.4,0.2
L1_number_inpatient=no_prev_inpt|L2_number_emergency=one_prev_er|L3_discharge_disposition_id=SNF_Rehab|L4_number_diagnoses=high_dx,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.25,0.5,0.0,2,0.4,0.2
L1_number_inpatient=few_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=Home|L4_number_diagnoses=low_dx,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,1,0.4,0.2
L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Home|L4_number_diagnoses=low_dx,0.0,0.0,0.0,0.5,0.6166666666666667,0.0,0.0,1.2826086956521738,0.08695652173913043,0.0,23,0.4,0.2
L1_number_inpatient=no_prev_inpt|L2_number_emergency=one_prev_er|L3_discharge_disposition_id=Home|L4_number_diagnoses=low_dx,0.0,0.0,0.0,0.5,0.7857142857142857,0.0,0.0,0.8888888888888888,0.0,0.0,9,0.4,0.2
L1_number_inpatient=many_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=Transfer|L4_number_diagnoses=high_dx,0.42857142857142855,0.5,0.4615384615384615,0.5277777777777778,0.6481481481481481,0.05455447255899809,0.05405405405405406,0.6333333333333333,0.5333333333333333,0.4666666666666667,15,0.4,0.2
L1_number_inpatient=few_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=Transfer|L4_number_diagnoses=mid_dx,0.0,0.0,0.0,1.0,,0.0,,0.5,1.0,0.0,1,0.4,0.2
L1_number_inpatient=many_prev_inpt|L2_number_emergency=one_prev_er|L3_discharge_disposition_id=Transfer|L4_number_diagnoses=mid_dx,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,3,0.4,0.2
L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=SNF_Rehab|L4_number_diagnoses=high_dx,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.42857142857142855,0.7142857142857143,0.0,7,0.4,0.2
L1_number_inpatient=many_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=Home|L4_number_diagnoses=mid_dx,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.5857142857142856,0.7142857142857143,0.1690308509457033,0.16666666666666663,0.5,0.4166666666666667,0.5,12,0.4,0.2
L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Expired|L4_number_diagnoses=mid_dx,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,5,0.4,0.2
L1_number_inpatient=few_prev_inpt|L2_number_emergency=one_prev_er|L3_discharge_disposition_id=Transfer|L4_number_diagnoses=mid_dx,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0833333333333333,0.8333333333333334,0.0,6,0.4,0.2
L1_number_inpatient=no_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=OtherDisp|L4_number_diagnoses=high_dx,0.0,0.0,0.0,0.5,0.8,0.0,0.0,0.42857142857142855,0.5714285714285714,0.0,7,0.4,0.2
L1_number_inpatient=many_prev_inpt|L2_number_emergency=one_prev_er|L3_discharge_disposition_id=OtherDisp|L4_number_diagnoses=high_dx,0.0,0.0,0.0,1.0,,0.0,,0.3333333333333333,0.6666666666666666,0.0,3,0.4,0.2
L1_number_inpatient=no_prev_inpt|L2_number_emergency=one_prev_er|L3_discharge_disposition_id=Expired|L4_number_diagnoses=high_dx,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,6,0.4,0.2
L1_number_inpatient=no_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=OtherDisp|L4_number_diagnoses=low_dx,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,1,0.4,0.2
L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=SNF_Rehab|L4_number_diagnoses=mid_dx,0.0,0.0,0.0,1.0,,0.0,,0.5,1.0,0.0,1,0.4,0.2
L1_number_inpatient=few_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=Home|L4_number_diagnoses=mid_dx,1.0,0.5,0.6666666666666666,0.75,1.0,0.6324555320336759,0.5714285714285714,0.25,0.3333333333333333,0.16666666666666666,6,0.4,0.2
L1_number_inpatient=many_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=OtherDisp|L4_number_diagnoses=high_dx,0.5,0.5,0.5,0.625,0.875,0.25,0.25,0.5,0.5,0.3333333333333333,6,0.4,0.2
L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=SNF_Rehab|L4_number_diagnoses=high_dx,0.0,0.0,0.0,1.0,,0.0,,0.25,0.5,0.0,2,0.4,0.2
L1_number_inpatient=few_prev_inpt|L2_number_emergency=one_prev_er|L3_discharge_disposition_id=Expired|L4_number_diagnoses=high_dx,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,2,0.4,0.2
L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=SNF_Rehab|L4_number_diagnoses=mid_dx,0.0,0.0,0.0,0.5,0.8,0.0,0.0,0.3333333333333333,0.5,0.0,6,0.4,0.2
L1_number_inpatient=no_prev_inpt|L2_number_emergency=one_prev_er|L3_discharge_disposition_id=OtherDisp|L4_number_diagnoses=high_dx,0.0,0.0,0.0,1.0,,0.0,,0.05,0.1,0.0,10,0.4,0.2
L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Expired|L4_number_diagnoses=high_dx,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,12,0.4,0.2
L1_number_inpatient=many_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=SNF_Rehab|L4_number_diagnoses=high_dx,0.0,0.0,0.0,1.0,,0.0,,0.5,1.0,0.0,2,0.4,0.2
L1_number_inpatient=many_prev_inpt|L2_number_emergency=one_prev_er|L3_discharge_disposition_id=SNF_Rehab|L4_number_diagnoses=high_dx,0.5,1.0,0.6666666666666666,0.5,0.0,0.0,0.0,0.5,0.0,1.0,2,0.4,0.2
L1_number_inpatient=no_prev_inpt|L2_number_emergency=one_prev_er|L3_discharge_disposition_id=OtherDisp|L4_number_diagnoses=mid_dx,0.0,0.0,0.0,1.0,,0.0,,0.5,1.0,0.0,1,0.4,0.2
L1_number_inpatient=no_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=SNF_Rehab|L4_number_diagnoses=high_dx,0.0,0.0,0.0,0.5,0.6666666666666667,0.0,0.0,1.1,0.4,0.0,5,0.4,0.2
L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Expired|L4_number_diagnoses=low_dx,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,3,0.4,0.2
L1_number_inpatient=many_prev_inpt|L2_number_emergency=one_prev_er|L3_discharge_disposition_id=Home|L4_number_diagnoses=mid_dx,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.5,2,0.4,0.2
L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=OtherDisp|L4_number_diagnoses=low_dx,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.6666666666666666,3,0.4,0.2
L1_number_inpatient=no_prev_inpt|L2_number_emergency=one_prev_er|L3_discharge_disposition_id=Transfer|L4_number_diagnoses=mid_dx,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,8,0.4,0.2
L1_number_inpatient=few_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=SNF_Rehab|L4_number_diagnoses=mid_dx,0.0,0.0,0.0,1.0,,0.0,,0.5,1.0,0.0,2,0.4,0.2
L1_number_inpatient=no_prev_inpt|L2_number_emergency=one_prev_er|L3_discharge_disposition_id=Expired|L4_number_diagnoses=mid_dx,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,1,0.4,0.2
L1_number_inpatient=few_prev_inpt|L2_number_emergency=one_prev_er|L3_discharge_disposition_id=Home|L4_number_diagnoses=mid_dx,0.0,0.0,0.0,1.0,,0.0,,0.125,0.25,0.0,4,0.4,0.2
L1_number_inpatient=few_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=OtherDisp|L4_number_diagnoses=high_dx,0.0,0.0,0.0,1.0,,0.0,,0.25,0.5,0.0,2,0.4,0.2
L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=SNF_Rehab|L4_number_diagnoses=low_dx,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,1,0.4,0.2
L1_number_inpatient=no_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=Transfer|L4_number_diagnoses=mid_dx,0.0,0.0,0.0,1.0,,0.0,,0.16666666666666666,0.3333333333333333,0.0,3,0.4,0.2
L1_number_inpatient=no_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=Expired|L4_number_diagnoses=high_dx,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,1,0.4,0.2
L1_number_inpatient=few_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=SNF_Rehab|L4_number_diagnoses=low_dx,0.0,0.0,0.0,1.0,,0.0,,0.5,1.0,0.0,1,0.4,0.2
L1_number_inpatient=few_prev_inpt|L2_number_emergency=multi_prev_er|L3_discharge_disposition_id=OtherDisp|L4_number_diagnoses=mid_dx,0.0,0.0,0.0,1.0,,0.0,,0.5,1.0,0.0,1,0.4,0.2
L1_number_inpatient=few_prev_inpt|L2_number_emergency=one_prev_er|L3_discharge_disposition_id=OtherDisp|L4_number_diagnoses=mid_dx,0.0,0.0,0.0,1.0,,0.0,,0.5,1.0,0.0,1,0.4,0.2
L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Transfer|L4_number_diagnoses=low_dx,0.0,0.0,0.0,1.0,,0.0,,0.5,1.0,0.0,1,0.4,0.2
L1_number_inpatient=few_prev_inpt|L2_number_emergency=one_prev_er|L3_discharge_disposition_id=OtherDisp|L4_number_diagnoses=high_dx,0.0,0.0,0.0,1.0,,0.0,,0.5,1.0,0.0,1,0.4,0.2
L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Home,0.0,0.0,0.0,0.5,0.6066985744966545,0.0,0.0,0.29503676470588236,0.003676470588235294,0.0,10336,0.4,0.2
L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er,0.5813953488372093,0.015556938394523958,0.0303030303030303,0.5071960957017269,0.6605815085724429,0.0838430041538745,0.025518940722353056,0.35786296231170506,0.03006857745735889,0.002520368090967704,17061,0.4,0.2
L1_number_inpatient=no_prev_inpt,0.5813953488372093,0.015124016938898971,0.0294811320754717,0.5069914131483311,0.6593520235614406,0.08258324581326201,0.024790344786599472,0.360122805004017,0.032250659933432804,0.0024675771835188797,17426,0.4,0.2
L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=OtherDisp,0.5945945945945946,0.11578947368421053,0.1938325991189427,0.5514899546047013,0.7702773158344196,0.21946380167928972,0.1553951174517697,0.39419544452608374,0.18515797207935342,0.02718589272593681,1361,0.4,0.2
L1_number_inpatient=no_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Transfer,0.5,0.004629629629629629,0.009174311926605503,0.5019706202301429,0.6146532699901982,0.03823872658400207,0.006815367827789909,0.4981022772672793,0.04394726328405913,0.0011985617259288853,5006,0.4,0.2
L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=OtherDisp,0.75,0.375,0.5,0.6517857142857143,0.7232142857142857,0.3786200927092679,0.3400000000000001,0.6136363636363636,0.5909090909090909,0.18181818181818182,44,0.4,0.2
L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er,0.3492063492063492,0.15384615384615385,0.21359223300970875,0.5239515006956867,0.6079398637538173,0.06569881124188853,0.05816019832825092,0.6349056603773585,0.7150943396226415,0.11886792452830189,530,0.4,0.2
L1_number_inpatient=many_prev_inpt,0.4351145038167939,0.27014218009478674,0.33333333333333337,0.5581480131243164,0.6398399858115499,0.13666633965490158,0.13014521837889093,0.6206647398843931,0.6734104046242775,0.1893063583815029,692,0.4,0.2
L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=OtherDisp,0.4666666666666667,0.19444444444444445,0.27450980392156865,0.5690532081377152,0.6345852895148669,0.19969622112672025,0.17654413603400854,0.5870786516853933,0.449438202247191,0.08426966292134831,178,0.4,0.2
L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er,0.4166666666666667,0.027247956403269755,0.05115089514066496,0.5094647387482778,0.5556640292976244,0.06746653023349146,0.029829041730553785,0.6429268292682927,0.2921951219512195,0.011707317073170732,2050,0.4,0.2
L1_number_inpatient=few_prev_inpt,0.4074074074074074,0.02702702702702703,0.05069124423963134,0.5091395386638689,0.5585643797781579,0.06457710734665997,0.02869325190891192,0.6451252236135957,0.3067978533094812,0.012075134168157423,2236,0.4,0.2
L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Transfer,0.16666666666666666,0.006535947712418301,0.012578616352201257,0.4994394899358416,0.5016565074217538,-0.005114404787205571,-0.001773302300543067,0.6755583126550868,0.4032258064516129,0.007444168734491315,806,0.4,0.2
L1_number_inpatient=many_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Home,0.38461538461538464,0.12987012987012986,0.19417475728155337,0.5243259278792274,0.6090052079899795,0.0746217400393349,0.06094640350152791,0.6514598540145985,0.7372262773722628,0.0948905109489051,274,0.4,0.2
L1_number_inpatient=no_prev_inpt|L2_number_emergency=one_prev_er|L3_discharge_disposition_id=Transfer,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.49375,0.1625,0.0,80,0.4,0.2
L1_number_inpatient=no_prev_inpt|L2_number_emergency=one_prev_er,0.0,0.0,0.0,0.5,0.5273519163763067,0.0,0.0,0.47854077253218885,0.08583690987124463,0.0,233,0.4,0.2
L1_number_inpatient=few_prev_inpt|L2_number_emergency=no_prev_er|L3_discharge_disposition_id=Home,0.6666666666666666,0.011363636363636364,0.0223463687150838,0.5050837320574163,0.5563492279251849,0.070886887931905,0.016613730759833856,0.6561264822134387,0.18379446640316205,0.0029644268774703555,1012,0.4,0.2
