bucket_id,level,assigned_samples,used_local_decision,fallback_to_parent,parent_id,is_weak,effective_bucket_id,fallback_from_children
L1_age=age_40_60|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=short_stay|L4_number_inpatient=many_prev_inpt,4,65,0,65,L1_age=age_40_60|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=short_stay,True,L1_age=age_40_60|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=short_stay,0
L1_age=age_40_60|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=short_stay|L4_number_inpatient=no_prev_inpt,4,2131,2131,0,L1_age=age_40_60|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=short_stay,False,L1_age=age_40_60|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=short_stay|L4_number_inpatient=no_prev_inpt,0
L1_age=age_40_60|L2_admission_type_id=Newborn|L3_time_in_hospital=others,3,108,0,108,L1_age=age_40_60|L2_admission_type_id=Newborn,True,L1_age=age_40_60,0
L1_age=age_40_60|L2_admission_type_id=Newborn|L3_time_in_hospital=short_stay|L4_number_inpatient=no_prev_inpt,4,124,124,0,L1_age=age_40_60|L2_admission_type_id=Newborn|L3_time_in_hospital=short_stay,False,L1_age=age_40_60|L2_admission_type_id=Newborn|L3_time_in_hospital=short_stay|L4_number_inpatient=no_prev_inpt,0
L1_age=age_40_60|L2_admission_type_id=Newborn|L3_time_in_hospital=short_stay|L4_number_inpatient=others,4,18,0,18,L1_age=age_40_60|L2_admission_type_id=Newborn|L3_time_in_hospital=short_stay,True,L1_age=age_40_60|L2_admission_type_id=Newborn|L3_time_in_hospital=short_stay,0
L1_age=age_40_60|L2_admission_type_id=Newborn|L3_time_in_hospital=short_stay,3,0,18,0,L1_age=age_40_60|L2_admission_type_id=Newborn,False,L1_age=age_40_60|L2_admission_type_id=Newborn|L3_time_in_hospital=short_stay,18
L1_age=age_40_60|L2_admission_type_id=OtherType|L3_time_in_hospital=mid_stay|L4_number_inpatient=no_prev_inpt,4,84,0,84,L1_age=age_40_60|L2_admission_type_id=OtherType|L3_time_in_hospital=mid_stay,True,L1_age=age_40_60|L2_admission_type_id=OtherType|L3_time_in_hospital=mid_stay,0
L1_age=age_40_60|L2_admission_type_id=OtherType|L3_time_in_hospital=mid_stay,3,0,101,0,L1_age=age_40_60|L2_admission_type_id=OtherType,False,L1_age=age_40_60|L2_admission_type_id=OtherType|L3_time_in_hospital=mid_stay,101
L1_age=age_40_60|L2_admission_type_id=OtherType|L3_time_in_hospital=mid_stay|L4_number_inpatient=others,4,17,0,17,L1_age=age_40_60|L2_admission_type_id=OtherType|L3_time_in_hospital=mid_stay,True,L1_age=age_40_60|L2_admission_type_id=OtherType|L3_time_in_hospital=mid_stay,0
L1_age=age_40_60|L2_admission_type_id=OtherType|L3_time_in_hospital=others,3,32,0,32,L1_age=age_40_60|L2_admission_type_id=OtherType,True,L1_age=age_40_60,0
L1_age=age_40_60|L2_admission_type_id=OtherType|L3_time_in_hospital=short_stay|L4_number_inpatient=no_prev_inpt,4,154,154,0,L1_age=age_40_60|L2_admission_type_id=OtherType|L3_time_in_hospital=short_stay,False,L1_age=age_40_60|L2_admission_type_id=OtherType|L3_time_in_hospital=short_stay|L4_number_inpatient=no_prev_inpt,0
L1_age=age_40_60|L2_admission_type_id=OtherType|L3_time_in_hospital=short_stay|L4_number_inpatient=others,4,10,0,10,L1_age=age_40_60|L2_admission_type_id=OtherType|L3_time_in_hospital=short_stay,True,L1_age=age_40_60,0
L1_age=age_60_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=long_stay|L4_number_inpatient=few_prev_inpt,4,184,0,184,L1_age=age_60_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=long_stay,True,L1_age=age_60_80,0
L1_age=age_60_80,1,0,361,0,ROOT,False,L1_age=age_60_80,361
L1_age=age_60_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=long_stay|L4_number_inpatient=no_prev_inpt,4,1162,1162,0,L1_age=age_60_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=long_stay,False,L1_age=age_60_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=long_stay|L4_number_inpatient=no_prev_inpt,0
L1_age=age_60_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=long_stay|L4_number_inpatient=others,4,60,0,60,L1_age=age_60_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=long_stay,True,L1_age=age_60_80,0
L1_age=age_60_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=mid_stay|L4_number_inpatient=few_prev_inpt,4,380,0,380,L1_age=age_60_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=mid_stay,True,L1_age=age_60_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=mid_stay,0
L1_age=age_60_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=mid_stay,3,0,3251,0,L1_age=age_60_80|L2_admission_type_id=EmergentUrgent,False,L1_age=age_60_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=mid_stay,3251
L1_age=age_60_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=mid_stay|L4_number_inpatient=many_prev_inpt,4,113,0,113,L1_age=age_60_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=mid_stay,True,L1_age=age_60_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=mid_stay,0
L1_age=age_60_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=mid_stay|L4_number_inpatient=no_prev_inpt,4,2758,0,2758,L1_age=age_60_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=mid_stay,True,L1_age=age_60_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=mid_stay,0
L1_age=age_60_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=short_stay|L4_number_inpatient=few_prev_inpt,4,402,0,402,L1_age=age_60_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=short_stay,True,L1_age=age_60_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=short_stay,0
L1_age=age_60_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=short_stay,3,0,4072,0,L1_age=age_60_80|L2_admission_type_id=EmergentUrgent,False,L1_age=age_60_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=short_stay,4072
L1_age=age_60_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=short_stay|L4_number_inpatient=many_prev_inpt,4,118,0,118,L1_age=age_60_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=short_stay,True,L1_age=age_60_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=short_stay,0
L1_age=age_60_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=short_stay|L4_number_inpatient=no_prev_inpt,4,3552,0,3552,L1_age=age_60_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=short_stay,True,L1_age=age_60_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=short_stay,0
L1_age=age_60_80|L2_admission_type_id=Newborn|L3_time_in_hospital=mid_stay|L4_number_inpatient=no_prev_inpt,4,139,0,139,L1_age=age_60_80|L2_admission_type_id=Newborn|L3_time_in_hospital=mid_stay,True,L1_age=age_60_80|L2_admission_type_id=Newborn|L3_time_in_hospital=mid_stay,0
L1_age=age_60_80|L2_admission_type_id=Newborn|L3_time_in_hospital=mid_stay,3,0,154,0,L1_age=age_60_80|L2_admission_type_id=Newborn,False,L1_age=age_60_80|L2_admission_type_id=Newborn|L3_time_in_hospital=mid_stay,154
L1_age=age_60_80|L2_admission_type_id=Newborn|L3_time_in_hospital=mid_stay|L4_number_inpatient=others,4,15,0,15,L1_age=age_60_80|L2_admission_type_id=Newborn|L3_time_in_hospital=mid_stay,True,L1_age=age_60_80|L2_admission_type_id=Newborn|L3_time_in_hospital=mid_stay,0
L1_age=age_60_80|L2_admission_type_id=Newborn|L3_time_in_hospital=others,3,35,0,35,L1_age=age_60_80|L2_admission_type_id=Newborn,True,L1_age=age_60_80,0
L1_age=age_60_80|L2_admission_type_id=Newborn|L3_time_in_hospital=short_stay|L4_number_inpatient=no_prev_inpt,4,214,214,0,L1_age=age_60_80|L2_admission_type_id=Newborn|L3_time_in_hospital=short_stay,False,L1_age=age_60_80|L2_admission_type_id=Newborn|L3_time_in_hospital=short_stay|L4_number_inpatient=no_prev_inpt,0
L1_age=age_60_80|L2_admission_type_id=Newborn|L3_time_in_hospital=short_stay|L4_number_inpatient=others,4,33,0,33,L1_age=age_60_80|L2_admission_type_id=Newborn|L3_time_in_hospital=short_stay,True,L1_age=age_60_80,0
L1_age=age_60_80|L2_admission_type_id=OtherType|L3_time_in_hospital=long_stay|L4_number_inpatient=no_prev_inpt,4,79,79,0,L1_age=age_60_80|L2_admission_type_id=OtherType|L3_time_in_hospital=long_stay,False,L1_age=age_60_80|L2_admission_type_id=OtherType|L3_time_in_hospital=long_stay|L4_number_inpatient=no_prev_inpt,0
L1_age=age_60_80|L2_admission_type_id=OtherType|L3_time_in_hospital=long_stay|L4_number_inpatient=others,4,21,0,21,L1_age=age_60_80|L2_admission_type_id=OtherType|L3_time_in_hospital=long_stay,True,L1_age=age_60_80,0
L1_age=age_60_80|L2_admission_type_id=OtherType|L3_time_in_hospital=mid_stay|L4_number_inpatient=no_prev_inpt,4,167,167,0,L1_age=age_60_80|L2_admission_type_id=OtherType|L3_time_in_hospital=mid_stay,False,L1_age=age_60_80|L2_admission_type_id=OtherType|L3_time_in_hospital=mid_stay|L4_number_inpatient=no_prev_inpt,0
L1_age=age_60_80|L2_admission_type_id=OtherType|L3_time_in_hospital=mid_stay|L4_number_inpatient=others,4,27,0,27,L1_age=age_60_80|L2_admission_type_id=OtherType|L3_time_in_hospital=mid_stay,True,L1_age=age_60_80,0
L1_age=age_60_80|L2_admission_type_id=OtherType|L3_time_in_hospital=short_stay|L4_number_inpatient=no_prev_inpt,4,233,233,0,L1_age=age_60_80|L2_admission_type_id=OtherType|L3_time_in_hospital=short_stay,False,L1_age=age_60_80|L2_admission_type_id=OtherType|L3_time_in_hospital=short_stay|L4_number_inpatient=no_prev_inpt,0
L1_age=age_60_80|L2_admission_type_id=OtherType|L3_time_in_hospital=short_stay|L4_number_inpatient=others,4,24,0,24,L1_age=age_60_80|L2_admission_type_id=OtherType|L3_time_in_hospital=short_stay,True,L1_age=age_60_80|L2_admission_type_id=OtherType|L3_time_in_hospital=short_stay,0
L1_age=age_60_80|L2_admission_type_id=OtherType|L3_time_in_hospital=short_stay,3,0,24,0,L1_age=age_60_80|L2_admission_type_id=OtherType,False,L1_age=age_60_80|L2_admission_type_id=OtherType|L3_time_in_hospital=short_stay,24
L1_age=age_60_80|L2_admission_type_id=others,2,1,0,1,L1_age=age_60_80,True,L1_age=age_60_80,0
L1_age=age_ge_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=long_stay|L4_number_inpatient=few_prev_inpt,4,64,0,64,L1_age=age_ge_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=long_stay,True,L1_age=age_ge_80|L2_admission_type_id=EmergentUrgent,0
L1_age=age_ge_80|L2_admission_type_id=EmergentUrgent,2,0,852,0,L1_age=age_ge_80,False,L1_age=age_ge_80|L2_admission_type_id=EmergentUrgent,852
L1_age=age_ge_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=long_stay|L4_number_inpatient=no_prev_inpt,4,542,0,542,L1_age=age_ge_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=long_stay,True,L1_age=age_ge_80|L2_admission_type_id=EmergentUrgent,0
L1_age=age_ge_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=long_stay|L4_number_inpatient=others,4,17,0,17,L1_age=age_ge_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=long_stay,True,L1_age=age_ge_80|L2_admission_type_id=EmergentUrgent,0
L1_age=age_ge_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=mid_stay|L4_number_inpatient=few_prev_inpt,4,161,0,161,L1_age=age_ge_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=mid_stay,True,L1_age=age_ge_80|L2_admission_type_id=EmergentUrgent,0
L1_age=age_ge_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=mid_stay|L4_number_inpatient=no_prev_inpt,4,1347,1347,0,L1_age=age_ge_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=mid_stay,False,L1_age=age_ge_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=mid_stay|L4_number_inpatient=no_prev_inpt,0
L1_age=age_ge_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=mid_stay|L4_number_inpatient=others,4,68,0,68,L1_age=age_ge_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=mid_stay,True,L1_age=age_ge_80|L2_admission_type_id=EmergentUrgent,0
L1_age=age_ge_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=short_stay|L4_number_inpatient=few_prev_inpt,4,161,0,161,L1_age=age_ge_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=short_stay,True,L1_age=age_ge_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=short_stay,0
L1_age=age_ge_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=short_stay,3,0,187,0,L1_age=age_ge_80|L2_admission_type_id=EmergentUrgent,False,L1_age=age_ge_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=short_stay,187
L1_age=age_ge_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=short_stay|L4_number_inpatient=no_prev_inpt,4,1278,1278,0,L1_age=age_ge_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=short_stay,False,L1_age=age_ge_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=short_stay|L4_number_inpatient=no_prev_inpt,0
L1_age=age_ge_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=short_stay|L4_number_inpatient=others,4,26,0,26,L1_age=age_ge_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=short_stay,True,L1_age=age_ge_80|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=short_stay,0
L1_age=age_ge_80|L2_admission_type_id=Newborn|L3_time_in_hospital=mid_stay|L4_number_inpatient=no_prev_inpt,4,75,0,75,L1_age=age_ge_80|L2_admission_type_id=Newborn|L3_time_in_hospital=mid_stay,True,L1_age=age_ge_80|L2_admission_type_id=Newborn|L3_time_in_hospital=mid_stay,0
L1_age=age_ge_80|L2_admission_type_id=Newborn|L3_time_in_hospital=mid_stay,3,0,86,0,L1_age=age_ge_80|L2_admission_type_id=Newborn,False,L1_age=age_ge_80|L2_admission_type_id=Newborn|L3_time_in_hospital=mid_stay,86
L1_age=age_ge_80|L2_admission_type_id=Newborn|L3_time_in_hospital=mid_stay|L4_number_inpatient=others,4,11,0,11,L1_age=age_ge_80|L2_admission_type_id=Newborn|L3_time_in_hospital=mid_stay,True,L1_age=age_ge_80|L2_admission_type_id=Newborn|L3_time_in_hospital=mid_stay,0
L1_age=age_ge_80|L2_admission_type_id=Newborn|L3_time_in_hospital=others,3,39,0,39,L1_age=age_ge_80|L2_admission_type_id=Newborn,True,ROOT,0
ROOT,0,0,353,0,ROOT,False,ROOT,353
L1_age=age_ge_80|L2_admission_type_id=Newborn|L3_time_in_hospital=short_stay|L4_number_inpatient=no_prev_inpt,4,99,0,99,L1_age=age_ge_80|L2_admission_type_id=Newborn|L3_time_in_hospital=short_stay,True,ROOT,0
L1_age=age_ge_80|L2_admission_type_id=Newborn|L3_time_in_hospital=short_stay|L4_number_inpatient=others,4,8,0,8,L1_age=age_ge_80|L2_admission_type_id=Newborn|L3_time_in_hospital=short_stay,True,ROOT,0
L1_age=age_ge_80|L2_admission_type_id=OtherType,2,207,0,207,L1_age=age_ge_80,True,ROOT,0
L1_age=age_le_40|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=long_stay,3,118,118,0,L1_age=age_le_40|L2_admission_type_id=EmergentUrgent,False,L1_age=age_le_40|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=long_stay,0
L1_age=age_le_40|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=mid_stay|L4_number_inpatient=no_prev_inpt,4,261,261,0,L1_age=age_le_40|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=mid_stay,False,L1_age=age_le_40|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=mid_stay|L4_number_inpatient=no_prev_inpt,0
L1_age=age_le_40|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=mid_stay|L4_number_inpatient=others,4,66,0,66,L1_age=age_le_40|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=mid_stay,True,L1_age=age_le_40,0
L1_age=age_le_40,1,0,284,0,ROOT,False,L1_age=age_le_40,284
L1_age=age_le_40|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=short_stay|L4_number_inpatient=no_prev_inpt,4,605,605,0,L1_age=age_le_40|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=short_stay,False,L1_age=age_le_40|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=short_stay|L4_number_inpatient=no_prev_inpt,0
L1_age=age_le_40|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=short_stay|L4_number_inpatient=others,4,110,0,110,L1_age=age_le_40|L2_admission_type_id=EmergentUrgent|L3_time_in_hospital=short_stay,True,L1_age=age_le_40,0
L1_age=age_le_40|L2_admission_type_id=others,2,108,0,108,L1_age=age_le_40,True,L1_age=age_le_40,0
