bucket_id,layer,parent_bucket_id,n_train,n_val,pos_rate_train,pos_rate_val,alpha,beta,regret_val,F1_val,Precision_val,Recall_val,BND_ratio_val,pos_coverage_val,use_parent_threshold,threshold_n_samples,n_all,pos_rate_all,BAC_val,AUC_val,cost_source,score_metric,score_value,parent_score_value,gain_value,is_weak,threshold_source_bucket,use_gain_weak_backoff,threshold_data_source,parent_with_threshold
L1_age=young_old|L2_medical_specialty=PrimaryCare,L2,L1_age=young_old,203,89,0.5320197044334976,0.5168539325842697,0.3,0.0,0.47191011235955055,0.6929133858267716,0.5432098765432098,0.9565217391304348,0.0898876404494382,0.9101123595505618,False,89,891,0.5230078563411896,0.4782608695652174,0.6041456016177958,global_default,f1_regret_bnd,,,,False,L1_age=young_old|L2_medical_specialty=PrimaryCare,False,val,
L1_age=mid_age|L2_medical_specialty=Surgery_Trauma,L2,L1_age=mid_age,169,145,0.48520710059171596,0.4206896551724138,0.4,0.3,0.5103448275862069,0.6274509803921567,0.5217391304347826,0.7868852459016393,0.2206896551724138,0.6344827586206897,False,145,873,0.41809851088201605,0.5005854800936768,0.7361436377829821,global_default,f1_regret_bnd,,,,False,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma,False,val,
L1_age=oldest|L2_medical_specialty=InternalMed,L2,L1_age=oldest,114,170,0.3508771929824561,0.3411764705882353,0.3,0.0,0.6529411764705882,0.48704663212435234,0.34814814814814815,0.8103448275862069,0.20588235294117646,0.7941176470588235,False,170,844,0.4075829383886256,0.4051724137931034,0.5023091133004925,global_default,f1_regret_bnd,,,,False,L1_age=oldest|L2_medical_specialty=InternalMed,False,val,
L1_age=young_old|L2_medical_specialty=Cardio,L2,L1_age=young_old,157,130,0.43312101910828027,0.5,0.3,0.0,0.4846153846153846,0.6813186813186813,0.5299145299145299,0.9538461538461539,0.1,0.9,False,130,795,0.46037735849056605,0.47692307692307695,0.6755029585798816,global_default,f1_regret_bnd,,,,False,L1_age=young_old|L2_medical_specialty=Cardio,False,val,
L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=short_stay,L3,L1_age=young_old|L2_medical_specialty=InternalMed,523,233,0.4321223709369025,0.4248927038626609,0.4,0.3,0.4892703862660944,0.6515837104072398,0.5901639344262295,0.7272727272727273,0.3261802575107296,0.5236051502145923,False,233,756,0.4298941798941799,0.4755766621438263,0.7342077491331224,global_default,f1_regret_bnd,,,,False,L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=short_stay,False,val,
L1_age=oldest|L2_medical_specialty=Surgery_Trauma,L2,L1_age=oldest,157,218,0.49044585987261147,0.518348623853211,0.3,0.0,0.4724770642201835,0.69281045751634,0.5492227979274611,0.9380530973451328,0.11467889908256881,0.8853211009174312,False,218,702,0.5028490028490028,0.4690265486725664,0.5888748419721871,global_default,f1_regret_bnd,,,,False,L1_age=oldest|L2_medical_specialty=Surgery_Trauma,False,val,
L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=mid_stay,L3,L1_age=young_old|L2_medical_specialty=InternalMed,444,245,0.5,0.4775510204081633,0.4,0.0,0.5061224489795918,0.6595744680851063,0.5636363636363636,0.7948717948717948,0.32653061224489793,0.673469387755102,False,245,689,0.49201741654571846,0.3974358974358974,0.6378872863247864,global_default,f1_regret_bnd,,,,False,L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=mid_stay,False,val,
L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay,L3,L1_age=young_old|L2_medical_specialty=Surgery_Trauma,469,176,0.4925373134328358,0.5284090909090909,0.2,0.1,0.4431818181818182,0.7072243346007605,0.5470588235294118,1.0,0.011363636363636364,0.9659090909090909,False,176,645,0.5023255813953489,0.5240963855421686,0.6518979142375955,global_default,f1_regret_bnd,,,,False,L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay,False,val,
L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay,L3,L1_age=young_old|L2_medical_specialty=Surgery_Trauma,441,174,0.46485260770975056,0.39655172413793105,0.4,0.2,0.5086206896551724,0.6211180124223603,0.5434782608695652,0.7246376811594203,0.42528735632183906,0.5287356321839081,False,174,615,0.44552845528455287,0.40041407867494827,0.7066942719116631,global_default,f1_regret_bnd,,,,False,L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay,False,val,
L1_age=mid_age|L2_medical_specialty=PrimaryCare,L2,L1_age=mid_age,116,168,0.49137931034482757,0.43452380952380953,0.4,0.0,0.5119047619047619,0.65,0.5977011494252874,0.7123287671232876,0.48214285714285715,0.5178571428571429,False,168,570,0.47368421052631576,0.3561643835616438,0.7039653929343908,global_default,f1_regret_bnd,,,,False,L1_age=mid_age|L2_medical_specialty=PrimaryCare,False,val,
L1_age=mid_age|L2_medical_specialty=InternalMed|L3_time_in_hospital=short_stay,L3,L1_age=mid_age|L2_medical_specialty=InternalMed,344,145,0.41569767441860467,0.4,0.4,0.2,0.5344827586206896,0.5892857142857143,0.6111111111111112,0.5689655172413793,0.5724137931034483,0.3724137931034483,False,145,489,0.4110429447852761,0.32471264367816094,0.7138327388030122,global_default,f1_regret_bnd,,,,False,L1_age=mid_age|L2_medical_specialty=InternalMed|L3_time_in_hospital=short_stay,False,val,
L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=short_stay,L3,L1_age=young_old|L2_medical_specialty=Cardio,331,142,0.4350453172205438,0.4154929577464789,0.2,0.0,0.573943661971831,0.595959595959596,0.4244604316546763,1.0,0.02112676056338028,0.9788732394366197,False,142,473,0.42917547568710357,0.5,0.5844394527261589,global_default,f1_regret_bnd,,,,False,L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=short_stay,False,val,
L1_age=mid_age|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay,L3,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma,325,145,0.36615384615384616,0.3724137931034483,0.4,0.0,0.5655172413793104,0.5692307692307693,0.4868421052631579,0.6851851851851852,0.47586206896551725,0.5241379310344828,False,145,470,0.3680851063829787,0.3425925925925926,0.6695156695156694,global_default,f1_regret_bnd,,,,False,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay,False,val,
L1_age=oldest|L2_medical_specialty=PrimaryCare,L2,L1_age=oldest,101,112,0.5148514851485149,0.48214285714285715,0.2,0.0,0.5089285714285714,0.6585365853658536,0.4909090909090909,1.0,0.017857142857142856,0.9821428571428571,False,112,421,0.4655581947743468,0.5,0.6222860791826309,global_default,f1_regret_bnd,,,,False,L1_age=oldest|L2_medical_specialty=PrimaryCare,False,val,
L1_age=mid_age|L2_medical_specialty=Cardio,L2,L1_age=mid_age,125,121,0.4,0.4049586776859504,0.4,0.2,0.5454545454545454,0.5555555555555556,0.5084745762711864,0.6122448979591837,0.45454545454545453,0.48760330578512395,False,121,404,0.40594059405940597,0.35473356009070295,0.6629818594104308,global_default,f1_regret_bnd,,,,False,L1_age=mid_age|L2_medical_specialty=Cardio,False,val,
L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=short_stay,L3,L1_age=young_old|L2_medical_specialty=PrimaryCare,280,120,0.45714285714285713,0.5583333333333333,0.2,0.0,0.42916666666666664,0.729281767955801,0.5789473684210527,0.9850746268656716,0.05,0.95,False,120,400,0.4875,0.4925373134328358,0.5885666009574768,global_default,f1_regret_bnd,,,,False,L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=short_stay,False,val,
L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=mid_stay,L3,L1_age=oldest|L2_medical_specialty=InternalMed,240,121,0.4125,0.4628099173553719,0.1,0.0,0.5371900826446281,0.632768361581921,0.4628099173553719,1.0,0.0,1.0,False,121,361,0.4293628808864266,0.5,0.5887362637362636,global_default,f1_regret_bnd,,,,False,L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=mid_stay,False,val,
L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=mid_stay,L3,L1_age=young_old|L2_medical_specialty=PrimaryCare,239,108,0.5355648535564853,0.5740740740740741,0.1,0.0,0.42592592592592593,0.7294117647058824,0.5740740740740741,1.0,0.0,1.0,False,108,347,0.547550432276657,0.5,0.5220897615708275,global_default,f1_regret_bnd,,,,False,L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=mid_stay,False,val,
L1_age=mid_age|L2_medical_specialty=InternalMed|L3_time_in_hospital=mid_stay,L3,L1_age=mid_age|L2_medical_specialty=InternalMed,226,105,0.4778761061946903,0.45714285714285713,0.2,0.1,0.5238095238095238,0.6399999999999999,0.47058823529411764,1.0,0.01904761904761905,0.9714285714285714,False,105,331,0.47129909365558914,0.5087719298245614,0.6641081871345029,global_default,f1_regret_bnd,,,,False,L1_age=mid_age|L2_medical_specialty=InternalMed|L3_time_in_hospital=mid_stay,False,val,
L1_age=mid_age|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=short_stay,L3,L1_age=mid_age|L2_medical_specialty=PrimaryCare,221,97,0.45248868778280543,0.41237113402061853,0.4,0.0,0.5567010309278351,0.5783132530120482,0.5581395348837209,0.6,0.5567010309278351,0.44329896907216493,False,97,318,0.44025157232704404,0.3,0.6614035087719299,global_default,f1_regret_bnd,,,,False,L1_age=mid_age|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=short_stay,False,val,
L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=long_stay,L3,L1_age=young_old|L2_medical_specialty=InternalMed,218,98,0.5229357798165137,0.5204081632653061,0.1,0.0,0.47959183673469385,0.6845637583892618,0.5204081632653061,1.0,0.0,1.0,False,98,316,0.5221518987341772,0.5,0.4789319983312474,global_default,f1_regret_bnd,,,,False,L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=long_stay,False,val,
L1_age=mid_age|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay,L3,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma,228,83,0.4824561403508772,0.40963855421686746,0.4,0.3,0.5060240963855421,0.6265060240963856,0.5306122448979592,0.7647058823529411,0.24096385542168675,0.5903614457831325,False,83,311,0.4630225080385852,0.5048019207683073,0.7334933973589436,global_default,f1_regret_bnd,,,,False,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay,False,val,
L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay,L3,L1_age=oldest|L2_medical_specialty=Surgery_Trauma,225,81,0.49333333333333335,0.5061728395061729,0.2,0.0,0.47530864197530864,0.689075630252101,0.5256410256410257,1.0,0.037037037037037035,0.9629629629629629,False,81,306,0.49673202614379086,0.5,0.5585365853658537,global_default,f1_regret_bnd,,,,False,L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay,False,val,
L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=short_stay,L3,L1_age=oldest|L2_medical_specialty=InternalMed,203,89,0.4039408866995074,0.3146067415730337,0.9,0.2,0.6460674157303371,0.0689655172413793,1.0,0.03571428571428571,0.9325842696629213,0.011235955056179775,False,89,292,0.3767123287671233,0.0506440281030445,0.5210772833723654,global_default,f1_regret_bnd,,,,False,L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=short_stay,False,val,
L1_age=mid_age|L2_medical_specialty=Cardio|L3_time_in_hospital=short_stay,L3,L1_age=mid_age|L2_medical_specialty=Cardio,197,78,0.4213197969543147,0.358974358974359,0.4,0.2,0.5576923076923077,0.4827586206896552,0.4666666666666667,0.5,0.5256410256410257,0.38461538461538464,False,78,275,0.4036363636363636,0.32,0.6614285714285715,global_default,f1_regret_bnd,,,,False,L1_age=mid_age|L2_medical_specialty=Cardio|L3_time_in_hospital=short_stay,False,val,
L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay,L3,L1_age=oldest|L2_medical_specialty=Surgery_Trauma,183,90,0.5027322404371585,0.6111111111111112,0.2,0.0,0.38333333333333336,0.7638888888888888,0.6179775280898876,1.0,0.011111111111111112,0.9888888888888889,False,90,273,0.5384615384615384,0.5,0.6301298701298702,global_default,f1_regret_bnd,,,,False,L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay,False,val,
L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=long_stay,L3,L1_age=young_old|L2_medical_specialty=Surgery_Trauma,188,75,0.4627659574468085,0.37333333333333335,0.3,0.1,0.5866666666666667,0.5617977528089887,0.4098360655737705,0.8928571428571429,0.17333333333333334,0.8133333333333334,False,75,263,0.4372623574144487,0.4570668693009119,0.5425531914893617,global_default,f1_regret_bnd,,,,False,L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=long_stay,False,val,
L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=mid_stay,L3,L1_age=young_old|L2_medical_specialty=Cardio,161,74,0.515527950310559,0.5,0.4,0.0,0.46621621621621623,0.7032967032967032,0.5925925925925926,0.8648648648648649,0.2702702702702703,0.7297297297297297,False,74,235,0.5106382978723404,0.43243243243243246,0.6800584368151936,global_default,f1_regret_bnd,,,,False,L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=mid_stay,False,val,
L1_age=oldest|L2_medical_specialty=Cardio,L2,L1_age=oldest,159,51,0.44025157232704404,0.6666666666666666,0.3,0.0,0.3333333333333333,0.8048780487804877,0.6875,0.9705882352941176,0.058823529411764705,0.9411764705882353,False,51,210,0.49523809523809526,0.4852941176470588,0.6453287197231834,global_default,f1_regret_bnd,,,,False,L1_age=oldest|L2_medical_specialty=Cardio,False,val,
L1_age=mid_age|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=mid_stay,L3,L1_age=mid_age|L2_medical_specialty=PrimaryCare,136,56,0.5073529411764706,0.375,0.4,0.3,0.4642857142857143,0.6666666666666665,0.5454545454545454,0.8571428571428571,0.25,0.5892857142857143,False,56,192,0.46875,0.5428571428571428,0.7360544217687074,global_default,f1_regret_bnd,,,,False,L1_age=mid_age|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=mid_stay,False,val,
L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=long_stay,L3,L1_age=oldest|L2_medical_specialty=InternalMed,134,57,0.417910447761194,0.40350877192982454,0.1,0.0,0.6140350877192983,0.5569620253164557,0.39285714285714285,0.9565217391304348,0.017543859649122806,0.9824561403508771,False,57,191,0.41361256544502617,0.4782608695652174,0.49104859335038364,global_default,f1_regret_bnd,,,,False,L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=long_stay,False,val,
L1_age=oldest|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=mid_stay,L3,L1_age=oldest|L2_medical_specialty=PrimaryCare,129,55,0.4728682170542636,0.4727272727272727,0.3,0.0,0.509090909090909,0.6578947368421052,0.5,0.9615384615384616,0.09090909090909091,0.9090909090909091,False,55,184,0.47282608695652173,0.4807692307692308,0.6140583554376657,global_default,f1_regret_bnd,,,,False,L1_age=oldest|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=mid_stay,False,val,
L1_age=oldest|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=short_stay,L3,L1_age=oldest|L2_medical_specialty=PrimaryCare,129,41,0.4573643410852713,0.5121951219512195,0.4,0.0,0.5029411764705882,0.6632124352331606,0.5663716814159292,0.8,0.3352941176470588,0.6647058823529411,False,170,170,0.47058823529411764,0.4,0.6852777777777779,global_default,f1_regret_bnd,,,,False,L1_age=oldest|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=short_stay,False,all,
L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=long_stay,L3,L1_age=young_old|L2_medical_specialty=PrimaryCare,100,44,0.58,0.5227272727272727,0.4,0.3,0.375,0.7761194029850746,0.65,0.9629629629629629,0.1111111111111111,0.8333333333333334,False,144,144,0.5625,0.537037037037037,0.7152655300803449,global_default,f1_regret_bnd,,,,False,L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=long_stay,False,all,
L1_age=mid_age|L2_medical_specialty=InternalMed|L3_time_in_hospital=long_stay,L3,L1_age=mid_age|L2_medical_specialty=InternalMed,102,38,0.46078431372549017,0.5,0.5,0.3,0.4035714285714286,0.732824427480916,0.7384615384615385,0.7272727272727273,0.36428571428571427,0.4642857142857143,False,140,140,0.4714285714285714,0.5122850122850123,0.8001638001638001,global_default,f1_regret_bnd,,,,False,L1_age=mid_age|L2_medical_specialty=InternalMed|L3_time_in_hospital=long_stay,False,all,
L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=long_stay,L3,L1_age=oldest|L2_medical_specialty=Surgery_Trauma,76,47,0.4868421052631579,0.3617021276595745,0.5,0.3,0.44715447154471544,0.6837606837606837,0.6349206349206349,0.7407407407407407,0.3252032520325203,0.5121951219512195,False,123,123,0.43902439024390244,0.500805152979066,0.7707997852925389,global_default,f1_regret_bnd,,,,False,L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=long_stay,False,all,
L1_age=oldest|L2_medical_specialty=Cardio|L3_time_in_hospital=short_stay,L3,L1_age=oldest|L2_medical_specialty=Cardio,87,25,0.41379310344827586,0.6,0.4,0.3,0.4955357142857143,0.6393442622950819,0.5492957746478874,0.7647058823529411,0.3125,0.6339285714285714,False,112,112,0.45535714285714285,0.431533269045323,0.6917389906782385,global_default,f1_regret_bnd,,,,False,L1_age=oldest|L2_medical_specialty=Cardio|L3_time_in_hospital=short_stay,False,all,
L1_age=mid_age|L2_medical_specialty=Cardio|L3_time_in_hospital=mid_stay,L3,L1_age=mid_age|L2_medical_specialty=Cardio,60,33,0.4,0.5151515151515151,0.4,0.2,0.5,0.6464646464646465,0.5517241379310345,0.7804878048780488,0.34408602150537637,0.6236559139784946,False,93,93,0.44086021505376344,0.41909005628517826,0.7016885553470918,global_default,f1_regret_bnd,,,,False,L1_age=mid_age|L2_medical_specialty=Cardio|L3_time_in_hospital=mid_stay,False,all,
L1_age=mid_age|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=long_stay,L3,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma,59,33,0.559322033898305,0.45454545454545453,0.4,0.3,0.41304347826086957,0.752136752136752,0.6376811594202898,0.9166666666666666,0.18478260869565216,0.75,False,92,92,0.5217391304347826,0.5151515151515151,0.819128787878788,global_default,f1_regret_bnd,,,,False,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=long_stay,False,all,
L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=long_stay,L3,L1_age=young_old|L2_medical_specialty=Cardio,59,28,0.4576271186440678,0.5714285714285714,0.4,0.3,0.43103448275862066,0.7058823529411764,0.6101694915254238,0.8372093023255814,0.25287356321839083,0.6781609195402298,False,87,87,0.4942528735632184,0.4867864693446089,0.7463002114164905,global_default,f1_regret_bnd,,,,False,L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=long_stay,False,all,
L1_age=oldest|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=long_stay,L3,L1_age=oldest|L2_medical_specialty=PrimaryCare,51,16,0.43137254901960786,0.4375,0.5,0.4,0.34328358208955223,0.7586206896551724,0.7586206896551724,0.7586206896551724,0.22388059701492538,0.43283582089552236,False,67,67,0.43283582089552236,0.6556261343012704,0.8166969147005444,global_default,f1_regret_bnd,,,,False,L1_age=oldest|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=long_stay,False,all,
L1_age=oldest|L2_medical_specialty=Cardio|L3_time_in_hospital=mid_stay,L3,L1_age=oldest|L2_medical_specialty=Cardio,51,15,0.45098039215686275,0.7333333333333333,0.4,0.2,0.45454545454545453,0.7045454545454545,0.5740740740740741,0.9117647058823529,0.16666666666666666,0.8181818181818182,False,66,66,0.5151515151515151,0.47150735294117646,0.723345588235294,global_default,f1_regret_bnd,,,,False,L1_age=oldest|L2_medical_specialty=Cardio|L3_time_in_hospital=mid_stay,False,all,
L1_age=mid_age|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=long_stay,L3,L1_age=mid_age|L2_medical_specialty=PrimaryCare,45,15,0.6222222222222222,0.8,0.4,0.0,0.2833333333333333,0.8780487804878048,0.8571428571428571,0.9,0.3,0.7,False,60,60,0.6666666666666666,0.45,0.8400000000000001,global_default,f1_regret_bnd,,,,False,L1_age=mid_age|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=long_stay,False,all,
L1_age=mid_age|L2_medical_specialty=Cardio|L3_time_in_hospital=long_stay,L3,L1_age=mid_age|L2_medical_specialty=Cardio,26,10,0.3076923076923077,0.4,0.5,0.4,0.2361111111111111,0.7857142857142857,0.6875,0.9166666666666666,0.16666666666666666,0.4444444444444444,False,36,36,0.3333333333333333,0.75,0.8958333333333333,global_default,f1_regret_bnd,,,,False,L1_age=mid_age|L2_medical_specialty=Cardio|L3_time_in_hospital=long_stay,False,all,
L1_age=oldest|L2_medical_specialty=Cardio|L3_time_in_hospital=long_stay,L3,L1_age=oldest|L2_medical_specialty=Cardio,21,11,0.5238095238095238,0.7272727272727273,0.3,0.0,0.40625,0.75,0.6206896551724138,0.9473684210526315,0.09375,0.90625,False,32,32,0.59375,0.47368421052631576,0.7287449392712549,global_default,f1_regret_bnd,,,,False,L1_age=oldest|L2_medical_specialty=Cardio|L3_time_in_hospital=long_stay,False,all,
