bucket_id,level,assigned_samples,used_local_decision,fallback_to_parent,fallback_from_children,parent_id,is_weak,effective_bucket_id
L1_age=mid_age|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay,3,311,311,0,0,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma,False,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay
L1_age=mid_age|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay,3,470,470,0,0,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma,False,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay
L1_age=oldest|L2_medical_specialty=Cardio|L3_time_in_hospital=long_stay,3,32,32,0,0,L1_age=oldest|L2_medical_specialty=Cardio,False,L1_age=oldest|L2_medical_specialty=Cardio|L3_time_in_hospital=long_stay
L1_age=oldest|L2_medical_specialty=Cardio|L3_time_in_hospital=mid_stay,3,66,66,0,0,L1_age=oldest|L2_medical_specialty=Cardio,False,L1_age=oldest|L2_medical_specialty=Cardio|L3_time_in_hospital=mid_stay
L1_age=oldest|L2_medical_specialty=Cardio|L3_time_in_hospital=short_stay,3,112,112,0,0,L1_age=oldest|L2_medical_specialty=Cardio,False,L1_age=oldest|L2_medical_specialty=Cardio|L3_time_in_hospital=short_stay
L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=long_stay,3,191,191,0,0,L1_age=oldest|L2_medical_specialty=InternalMed,False,L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=long_stay
L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=mid_stay,3,361,361,0,0,L1_age=oldest|L2_medical_specialty=InternalMed,False,L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=mid_stay
L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=short_stay,3,292,292,0,0,L1_age=oldest|L2_medical_specialty=InternalMed,False,L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=short_stay
L1_age=oldest|L2_medical_specialty=Others,2,3089,3089,0,0,L1_age=oldest,False,L1_age=oldest|L2_medical_specialty=Others
L1_age=oldest|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=long_stay,3,67,67,0,0,L1_age=oldest|L2_medical_specialty=PrimaryCare,False,L1_age=oldest|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=long_stay
L1_age=oldest|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=mid_stay,3,184,184,0,0,L1_age=oldest|L2_medical_specialty=PrimaryCare,False,L1_age=oldest|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=mid_stay
L1_age=oldest|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=short_stay,3,170,170,0,0,L1_age=oldest|L2_medical_specialty=PrimaryCare,False,L1_age=oldest|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=short_stay
L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=long_stay,3,123,123,0,0,L1_age=oldest|L2_medical_specialty=Surgery_Trauma,False,L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=long_stay
L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay,3,306,306,0,0,L1_age=oldest|L2_medical_specialty=Surgery_Trauma,False,L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay
L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay,3,273,273,0,0,L1_age=oldest|L2_medical_specialty=Surgery_Trauma,False,L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay
L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=long_stay,3,87,87,0,0,L1_age=young_old|L2_medical_specialty=Cardio,False,L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=long_stay
L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=mid_stay,3,235,235,0,0,L1_age=young_old|L2_medical_specialty=Cardio,False,L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=mid_stay
L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=short_stay,3,473,473,0,0,L1_age=young_old|L2_medical_specialty=Cardio,False,L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=short_stay
L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=long_stay,3,316,316,0,0,L1_age=young_old|L2_medical_specialty=InternalMed,False,L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=long_stay
L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=mid_stay,3,689,689,0,0,L1_age=young_old|L2_medical_specialty=InternalMed,False,L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=mid_stay
L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=short_stay,3,756,756,0,0,L1_age=young_old|L2_medical_specialty=InternalMed,False,L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=short_stay
L1_age=young_old|L2_medical_specialty=Others,2,7780,7780,0,0,L1_age=young_old,False,L1_age=young_old|L2_medical_specialty=Others
L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=long_stay,3,144,144,0,0,L1_age=young_old|L2_medical_specialty=PrimaryCare,False,L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=long_stay
L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=mid_stay,3,347,347,0,0,L1_age=young_old|L2_medical_specialty=PrimaryCare,False,L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=mid_stay
L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=short_stay,3,400,400,0,0,L1_age=young_old|L2_medical_specialty=PrimaryCare,False,L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=short_stay
L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=long_stay,3,263,263,0,0,L1_age=young_old|L2_medical_specialty=Surgery_Trauma,False,L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=long_stay
L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay,3,645,645,0,0,L1_age=young_old|L2_medical_specialty=Surgery_Trauma,False,L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay
L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay,3,615,615,0,0,L1_age=young_old|L2_medical_specialty=Surgery_Trauma,False,L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay
