bucket_id,parent_id,level,split_name,split_type,split_rule,n_samples_total,n_train,n_val,n_test,is_leaf,is_weak,effective_bucket_id
L1_age=mid_age|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma,3,L3_time_in_hospital,numeric_bin,short_stay,470,325,145,,True,False,L1_age=mid_age|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay
L1_age=oldest|L2_medical_specialty=Cardio|L3_time_in_hospital=long_stay,L1_age=oldest|L2_medical_specialty=Cardio,3,L3_time_in_hospital,numeric_bin,long_stay,32,21,11,,True,False,L1_age=oldest|L2_medical_specialty=Cardio|L3_time_in_hospital=long_stay
L1_age=oldest|L2_medical_specialty=Cardio|L3_time_in_hospital=mid_stay,L1_age=oldest|L2_medical_specialty=Cardio,3,L3_time_in_hospital,numeric_bin,mid_stay,66,51,15,,True,False,L1_age=oldest|L2_medical_specialty=Cardio|L3_time_in_hospital=mid_stay
L1_age=oldest|L2_medical_specialty=Cardio|L3_time_in_hospital=short_stay,L1_age=oldest|L2_medical_specialty=Cardio,3,L3_time_in_hospital,numeric_bin,short_stay,112,87,25,,True,False,L1_age=oldest|L2_medical_specialty=Cardio|L3_time_in_hospital=short_stay
L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=long_stay,L1_age=oldest|L2_medical_specialty=InternalMed,3,L3_time_in_hospital,numeric_bin,long_stay,191,134,57,,True,False,L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=long_stay
L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=mid_stay,L1_age=oldest|L2_medical_specialty=InternalMed,3,L3_time_in_hospital,numeric_bin,mid_stay,361,240,121,,True,False,L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=mid_stay
L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=short_stay,L1_age=oldest|L2_medical_specialty=InternalMed,3,L3_time_in_hospital,numeric_bin,short_stay,292,203,89,,True,False,L1_age=oldest|L2_medical_specialty=InternalMed|L3_time_in_hospital=short_stay
L1_age=oldest|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=long_stay,L1_age=oldest|L2_medical_specialty=PrimaryCare,3,L3_time_in_hospital,numeric_bin,long_stay,67,51,16,,True,False,L1_age=oldest|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=long_stay
L1_age=oldest|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=mid_stay,L1_age=oldest|L2_medical_specialty=PrimaryCare,3,L3_time_in_hospital,numeric_bin,mid_stay,184,129,55,,True,False,L1_age=oldest|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=mid_stay
L1_age=oldest|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=short_stay,L1_age=oldest|L2_medical_specialty=PrimaryCare,3,L3_time_in_hospital,numeric_bin,short_stay,170,129,41,,True,False,L1_age=oldest|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=short_stay
L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=long_stay,L1_age=oldest|L2_medical_specialty=Surgery_Trauma,3,L3_time_in_hospital,numeric_bin,long_stay,123,76,47,,True,False,L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=long_stay
L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay,L1_age=oldest|L2_medical_specialty=Surgery_Trauma,3,L3_time_in_hospital,numeric_bin,mid_stay,306,225,81,,True,False,L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay
L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay,L1_age=oldest|L2_medical_specialty=Surgery_Trauma,3,L3_time_in_hospital,numeric_bin,short_stay,273,183,90,,True,False,L1_age=oldest|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay
L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=long_stay,L1_age=young_old|L2_medical_specialty=Cardio,3,L3_time_in_hospital,numeric_bin,long_stay,87,59,28,,True,False,L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=long_stay
L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=mid_stay,L1_age=young_old|L2_medical_specialty=Cardio,3,L3_time_in_hospital,numeric_bin,mid_stay,235,161,74,,True,False,L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=mid_stay
L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=short_stay,L1_age=young_old|L2_medical_specialty=Cardio,3,L3_time_in_hospital,numeric_bin,short_stay,473,331,142,,True,False,L1_age=young_old|L2_medical_specialty=Cardio|L3_time_in_hospital=short_stay
L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=long_stay,L1_age=young_old|L2_medical_specialty=InternalMed,3,L3_time_in_hospital,numeric_bin,long_stay,316,218,98,,True,False,L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=long_stay
L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=mid_stay,L1_age=young_old|L2_medical_specialty=InternalMed,3,L3_time_in_hospital,numeric_bin,mid_stay,689,444,245,,True,False,L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=mid_stay
L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=short_stay,L1_age=young_old|L2_medical_specialty=InternalMed,3,L3_time_in_hospital,numeric_bin,short_stay,756,523,233,,True,False,L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=short_stay
L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=long_stay,L1_age=young_old|L2_medical_specialty=PrimaryCare,3,L3_time_in_hospital,numeric_bin,long_stay,144,100,44,,True,False,L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=long_stay
L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=mid_stay,L1_age=young_old|L2_medical_specialty=PrimaryCare,3,L3_time_in_hospital,numeric_bin,mid_stay,347,239,108,,True,False,L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=mid_stay
L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=short_stay,L1_age=young_old|L2_medical_specialty=PrimaryCare,3,L3_time_in_hospital,numeric_bin,short_stay,400,280,120,,True,False,L1_age=young_old|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=short_stay
L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=long_stay,L1_age=young_old|L2_medical_specialty=Surgery_Trauma,3,L3_time_in_hospital,numeric_bin,long_stay,263,188,75,,True,False,L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=long_stay
L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay,L1_age=young_old|L2_medical_specialty=Surgery_Trauma,3,L3_time_in_hospital,numeric_bin,mid_stay,645,469,176,,True,False,L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=mid_stay
L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay,L1_age=young_old|L2_medical_specialty=Surgery_Trauma,3,L3_time_in_hospital,numeric_bin,short_stay,615,441,174,,True,False,L1_age=young_old|L2_medical_specialty=Surgery_Trauma|L3_time_in_hospital=short_stay
