bucket_id,parent_id,level,split_name,split_type,split_rule,n_samples_total,n_train,n_val,n_test,is_leaf,is_weak,effective_bucket_id
L1_UniqueCarrier=AA|L2_Origin=MCI,L1_UniqueCarrier=AA,2,L2_Origin,categorical_group,MCI,706,116,81,,False,False,L1_UniqueCarrier=AA|L2_Origin=MCI
L1_UniqueCarrier=AA|L2_Origin=MCO,L1_UniqueCarrier=AA,2,L2_Origin,categorical_group,MCO,1194,184,72,,False,True,ROOT
L1_UniqueCarrier=AA|L2_Origin=MDW,L1_UniqueCarrier=AA,2,L2_Origin,categorical_group,MDW,63,44,19,,True,True,ROOT
L1_UniqueCarrier=AA|L2_Origin=MEM,L1_UniqueCarrier=AA,2,L2_Origin,categorical_group,MEM,246,60,65,,False,False,L1_UniqueCarrier=AA|L2_Origin=MEM
L1_UniqueCarrier=AA|L2_Origin=MIA,L1_UniqueCarrier=AA,2,L2_Origin,categorical_group,MIA,4745,669,316,,False,True,ROOT
L1_UniqueCarrier=AA|L2_Origin=MKE,L1_UniqueCarrier=AA,2,L2_Origin,categorical_group,MKE,122,84,38,,False,False,L1_UniqueCarrier=AA|L2_Origin=MKE
L1_UniqueCarrier=AA|L2_Origin=MSP,L1_UniqueCarrier=AA,2,L2_Origin,categorical_group,MSP,653,151,63,,False,True,ROOT
L1_UniqueCarrier=AA|L2_Origin=MSY,L1_UniqueCarrier=AA,2,L2_Origin,categorical_group,MSY,651,107,68,,False,True,ROOT
L1_UniqueCarrier=AA|L2_Origin=OAK,L1_UniqueCarrier=AA,2,L2_Origin,categorical_group,OAK,202,145,57,,False,False,L1_UniqueCarrier=AA|L2_Origin=OAK
L1_UniqueCarrier=AA|L2_Origin=OKC,L1_UniqueCarrier=AA,2,L2_Origin,categorical_group,OKC,435,61,75,,False,False,L1_UniqueCarrier=AA|L2_Origin=OKC
L1_UniqueCarrier=AA|L2_Origin=ONT,L1_UniqueCarrier=AA,2,L2_Origin,categorical_group,ONT,425,96,68,,False,False,L1_UniqueCarrier=AA|L2_Origin=ONT
L1_UniqueCarrier=AA|L2_Origin=ORD,L1_UniqueCarrier=AA,2,L2_Origin,categorical_group,ORD,12101,1704,713,,False,True,ROOT
L1_UniqueCarrier=AA|L2_Origin=OTHER_ORIGIN,L1_UniqueCarrier=AA,2,L2_Origin,categorical_group,OTHER_ORIGIN,7167,989,442,,False,False,L1_UniqueCarrier=AA|L2_Origin=OTHER_ORIGIN
L1_UniqueCarrier=AA|L2_Origin=PBI,L1_UniqueCarrier=AA,2,L2_Origin,categorical_group,PBI,239,175,64,,False,False,L1_UniqueCarrier=AA|L2_Origin=PBI
L1_UniqueCarrier=AA|L2_Origin=PDX,L1_UniqueCarrier=AA,2,L2_Origin,categorical_group,PDX,426,83,76,,False,False,L1_UniqueCarrier=AA|L2_Origin=PDX
L1_UniqueCarrier=AA|L2_Origin=PHL,L1_UniqueCarrier=AA,2,L2_Origin,categorical_group,PHL,924,133,88,,False,False,L1_UniqueCarrier=AA|L2_Origin=PHL
L1_UniqueCarrier=AA|L2_Origin=PHX,L1_UniqueCarrier=AA,2,L2_Origin,categorical_group,PHX,776,116,81,,False,False,L1_UniqueCarrier=AA|L2_Origin=PHX
L1_UniqueCarrier=AA|L2_Origin=PIT,L1_UniqueCarrier=AA,2,L2_Origin,categorical_group,PIT,214,93,71,,False,False,L1_UniqueCarrier=AA|L2_Origin=PIT
L1_UniqueCarrier=AA|L2_Origin=RDU,L1_UniqueCarrier=AA,2,L2_Origin,categorical_group,RDU,1968,295,121,,False,False,L1_UniqueCarrier=AA|L2_Origin=RDU
L1_UniqueCarrier=AA|L2_Origin=RNO,L1_UniqueCarrier=AA,2,L2_Origin,categorical_group,RNO,365,80,105,,False,False,L1_UniqueCarrier=AA|L2_Origin=RNO
L1_UniqueCarrier=AA|L2_Origin=SAN,L1_UniqueCarrier=AA,2,L2_Origin,categorical_group,SAN,878,131,75,,False,False,L1_UniqueCarrier=AA|L2_Origin=SAN
L1_UniqueCarrier=AA|L2_Origin=SAT,L1_UniqueCarrier=AA,2,L2_Origin,categorical_group,SAT,778,130,87,,False,False,L1_UniqueCarrier=AA|L2_Origin=SAT
L1_UniqueCarrier=AA|L2_Origin=SEA,L1_UniqueCarrier=AA,2,L2_Origin,categorical_group,SEA,920,125,107,,False,False,L1_UniqueCarrier=AA|L2_Origin=SEA
L1_UniqueCarrier=AA|L2_Origin=SFO,L1_UniqueCarrier=AA,2,L2_Origin,categorical_group,SFO,1667,231,129,,False,True,ROOT
L1_UniqueCarrier=AA|L2_Origin=SJC,L1_UniqueCarrier=AA,2,L2_Origin,categorical_group,SJC,1575,236,99,,False,True,ROOT
L1_UniqueCarrier=AA|L2_Origin=SJU,L1_UniqueCarrier=AA,2,L2_Origin,categorical_group,SJU,1648,223,121,,False,False,L1_UniqueCarrier=AA|L2_Origin=SJU
L1_UniqueCarrier=AA|L2_Origin=SLC,L1_UniqueCarrier=AA,2,L2_Origin,categorical_group,SLC,340,62,69,,False,True,ROOT
L1_UniqueCarrier=AA|L2_Origin=SMF,L1_UniqueCarrier=AA,2,L2_Origin,categorical_group,SMF,307,208,99,,False,True,ROOT
L1_UniqueCarrier=AA|L2_Origin=SNA,L1_UniqueCarrier=AA,2,L2_Origin,categorical_group,SNA,940,138,84,,False,False,L1_UniqueCarrier=AA|L2_Origin=SNA
L1_UniqueCarrier=AA|L2_Origin=STL,L1_UniqueCarrier=AA,2,L2_Origin,categorical_group,STL,1873,291,113,,False,False,L1_UniqueCarrier=AA|L2_Origin=STL
L1_UniqueCarrier=AA|L2_Origin=TPA,L1_UniqueCarrier=AA,2,L2_Origin,categorical_group,TPA,785,120,81,,False,False,L1_UniqueCarrier=AA|L2_Origin=TPA
L1_UniqueCarrier=AS|L2_Origin=BOS,L1_UniqueCarrier=AS,2,L2_Origin,categorical_group,BOS,51,29,22,,True,False,L1_UniqueCarrier=AS|L2_Origin=BOS
L1_UniqueCarrier=AS|L2_Origin=BUR,L1_UniqueCarrier=AS,2,L2_Origin,categorical_group,BUR,271,73,84,,False,True,L1_UniqueCarrier=AS
L1_UniqueCarrier=AS|L2_Origin=DCA,L1_UniqueCarrier=AS,2,L2_Origin,categorical_group,DCA,65,50,15,,True,True,L1_UniqueCarrier=AS
L1_UniqueCarrier=AS|L2_Origin=DEN,L1_UniqueCarrier=AS,2,L2_Origin,categorical_group,DEN,104,65,39,,True,False,L1_UniqueCarrier=AS|L2_Origin=DEN
L1_UniqueCarrier=AS|L2_Origin=LAS,L1_UniqueCarrier=AS,2,L2_Origin,categorical_group,LAS,401,279,122,,False,True,L1_UniqueCarrier=AS
L1_UniqueCarrier=AS|L2_Origin=LAX,L1_UniqueCarrier=AS,2,L2_Origin,categorical_group,LAX,964,136,298,,False,True,L1_UniqueCarrier=AS
L1_UniqueCarrier=AS|L2_Origin=OAK,L1_UniqueCarrier=AS,2,L2_Origin,categorical_group,OAK,685,93,74,,False,True,L1_UniqueCarrier=AS
L1_UniqueCarrier=AS|L2_Origin=ONT,L1_UniqueCarrier=AS,2,L2_Origin,categorical_group,ONT,273,101,89,,False,False,L1_UniqueCarrier=AS|L2_Origin=ONT
L1_UniqueCarrier=AS|L2_Origin=ORD,L1_UniqueCarrier=AS,2,L2_Origin,categorical_group,ORD,74,53,21,,True,False,L1_UniqueCarrier=AS|L2_Origin=ORD
L1_UniqueCarrier=AS|L2_Origin=OTHER_ORIGIN,L1_UniqueCarrier=AS,2,L2_Origin,categorical_group,OTHER_ORIGIN,5497,761,336,,False,False,L1_UniqueCarrier=AS|L2_Origin=OTHER_ORIGIN
L1_UniqueCarrier=AS|L2_Origin=PDX,L1_UniqueCarrier=AS,2,L2_Origin,categorical_group,PDX,1773,249,104,,False,False,L1_UniqueCarrier=AS|L2_Origin=PDX
L1_UniqueCarrier=AS|L2_Origin=PHX,L1_UniqueCarrier=AS,2,L2_Origin,categorical_group,PHX,389,92,110,,False,True,L1_UniqueCarrier=AS
L1_UniqueCarrier=AS|L2_Origin=RNO,L1_UniqueCarrier=AS,2,L2_Origin,categorical_group,RNO,111,68,43,,True,True,L1_UniqueCarrier=AS
L1_UniqueCarrier=AS|L2_Origin=SAN,L1_UniqueCarrier=AS,2,L2_Origin,categorical_group,SAN,509,70,147,,False,True,L1_UniqueCarrier=AS
L1_UniqueCarrier=AS|L2_Origin=SEA,L1_UniqueCarrier=AS,2,L2_Origin,categorical_group,SEA,5397,799,329,,False,True,L1_UniqueCarrier=AS
L1_UniqueCarrier=AS|L2_Origin=SFO,L1_UniqueCarrier=AS,2,L2_Origin,categorical_group,SFO,760,104,235,,False,True,L1_UniqueCarrier=AS
L1_UniqueCarrier=AS|L2_Origin=SJC,L1_UniqueCarrier=AS,2,L2_Origin,categorical_group,SJC,565,84,141,,False,False,L1_UniqueCarrier=AS|L2_Origin=SJC
L1_UniqueCarrier=AS|L2_Origin=SMF,L1_UniqueCarrier=AS,2,L2_Origin,categorical_group,SMF,215,155,60,,False,True,L1_UniqueCarrier=AS
L1_UniqueCarrier=AS|L2_Origin=SNA,L1_UniqueCarrier=AS,2,L2_Origin,categorical_group,SNA,512,72,143,,False,False,L1_UniqueCarrier=AS|L2_Origin=SNA
L1_UniqueCarrier=AS|L2_Origin=others,L1_UniqueCarrier=AS,2,L2_Origin,categorical_group,others,226,161,65,,True,True,L1_UniqueCarrier=AS
L1_UniqueCarrier=B6|L2_Origin=AUS,L1_UniqueCarrier=B6,2,L2_Origin,categorical_group,AUS,99,73,26,,False,True,ROOT
L1_UniqueCarrier=B6|L2_Origin=BOS,L1_UniqueCarrier=B6,2,L2_Origin,categorical_group,BOS,1012,147,64,,False,False,L1_UniqueCarrier=B6|L2_Origin=BOS
L1_UniqueCarrier=B6|L2_Origin=BUF,L1_UniqueCarrier=B6,2,L2_Origin,categorical_group,BUF,210,101,46,,False,False,L1_UniqueCarrier=B6|L2_Origin=BUF
L1_UniqueCarrier=B6|L2_Origin=BUR,L1_UniqueCarrier=B6,2,L2_Origin,categorical_group,BUR,66,47,19,,True,True,ROOT
L1_UniqueCarrier=B6|L2_Origin=CLT,L1_UniqueCarrier=B6,2,L2_Origin,categorical_group,CLT,67,42,25,,True,False,L1_UniqueCarrier=B6|L2_Origin=CLT
L1_UniqueCarrier=B6|L2_Origin=DCA,L1_UniqueCarrier=B6,2,L2_Origin,categorical_group,DCA,69,50,19,,True,True,ROOT
L1_UniqueCarrier=B6|L2_Origin=DEN,L1_UniqueCarrier=B6,2,L2_Origin,categorical_group,DEN,58,38,20,,True,True,ROOT
L1_UniqueCarrier=B6|L2_Origin=EWR,L1_UniqueCarrier=B6,2,L2_Origin,categorical_group,EWR,203,89,66,,False,False,L1_UniqueCarrier=B6|L2_Origin=EWR
L1_UniqueCarrier=B6|L2_Origin=FLL,L1_UniqueCarrier=B6,2,L2_Origin,categorical_group,FLL,665,106,82,,False,True,ROOT
L1_UniqueCarrier=B6|L2_Origin=IAD,L1_UniqueCarrier=B6,2,L2_Origin,categorical_group,IAD,270,80,80,,False,False,L1_UniqueCarrier=B6|L2_Origin=IAD
L1_UniqueCarrier=B6|L2_Origin=JAX,L1_UniqueCarrier=B6,2,L2_Origin,categorical_group,JAX,58,40,18,,True,True,ROOT
L1_UniqueCarrier=B6|L2_Origin=JFK,L1_UniqueCarrier=B6,2,L2_Origin,categorical_group,JFK,2308,346,155,,False,False,L1_UniqueCarrier=B6|L2_Origin=JFK
L1_UniqueCarrier=B6|L2_Origin=LAS,L1_UniqueCarrier=B6,2,L2_Origin,categorical_group,LAS,181,84,53,,False,False,L1_UniqueCarrier=B6|L2_Origin=LAS
L1_UniqueCarrier=B6|L2_Origin=LAX,L1_UniqueCarrier=B6,2,L2_Origin,categorical_group,LAX,53,35,18,,True,True,ROOT
L1_UniqueCarrier=B6|L2_Origin=LGA,L1_UniqueCarrier=B6,2,L2_Origin,categorical_group,LGA,142,99,43,,False,False,L1_UniqueCarrier=B6|L2_Origin=LGA
L1_UniqueCarrier=B6|L2_Origin=MCO,L1_UniqueCarrier=B6,2,L2_Origin,categorical_group,MCO,657,97,78,,False,True,ROOT
L1_UniqueCarrier=B6|L2_Origin=OAK,L1_UniqueCarrier=B6,2,L2_Origin,categorical_group,OAK,232,62,63,,False,False,L1_UniqueCarrier=B6|L2_Origin=OAK
L1_UniqueCarrier=B6|L2_Origin=ORD,L1_UniqueCarrier=B6,2,L2_Origin,categorical_group,ORD,99,72,27,,True,False,L1_UniqueCarrier=B6|L2_Origin=ORD
L1_UniqueCarrier=B6|L2_Origin=OTHER_ORIGIN,L1_UniqueCarrier=B6,2,L2_Origin,categorical_group,OTHER_ORIGIN,1355,190,96,,False,False,L1_UniqueCarrier=B6|L2_Origin=OTHER_ORIGIN
L1_UniqueCarrier=B6|L2_Origin=PBI,L1_UniqueCarrier=B6,2,L2_Origin,categorical_group,PBI,242,67,71,,False,False,L1_UniqueCarrier=B6|L2_Origin=PBI
L1_UniqueCarrier=B6|L2_Origin=PIT,L1_UniqueCarrier=B6,2,L2_Origin,categorical_group,PIT,59,37,22,,True,True,ROOT
L1_UniqueCarrier=B6|L2_Origin=RDU,L1_UniqueCarrier=B6,2,L2_Origin,categorical_group,RDU,85,55,30,,True,False,L1_UniqueCarrier=B6|L2_Origin=RDU
L1_UniqueCarrier=B6|L2_Origin=SAN,L1_UniqueCarrier=B6,2,L2_Origin,categorical_group,SAN,68,47,21,,True,True,ROOT
L1_UniqueCarrier=B6|L2_Origin=SEA,L1_UniqueCarrier=B6,2,L2_Origin,categorical_group,SEA,70,51,19,,True,True,ROOT
L1_UniqueCarrier=B6|L2_Origin=SFO,L1_UniqueCarrier=B6,2,L2_Origin,categorical_group,SFO,93,58,35,,True,False,L1_UniqueCarrier=B6|L2_Origin=SFO
L1_UniqueCarrier=B6|L2_Origin=SJU,L1_UniqueCarrier=B6,2,L2_Origin,categorical_group,SJU,270,124,74,,False,True,ROOT
L1_UniqueCarrier=B6|L2_Origin=SLC,L1_UniqueCarrier=B6,2,L2_Origin,categorical_group,SLC,58,37,21,,True,False,L1_UniqueCarrier=B6|L2_Origin=SLC
L1_UniqueCarrier=B6|L2_Origin=TPA,L1_UniqueCarrier=B6,2,L2_Origin,categorical_group,TPA,200,86,70,,False,False,L1_UniqueCarrier=B6|L2_Origin=TPA
L1_UniqueCarrier=B6|L2_Origin=others,L1_UniqueCarrier=B6,2,L2_Origin,categorical_group,others,340,241,99,,True,True,ROOT
L1_UniqueCarrier=CO|L2_Origin=ABQ,L1_UniqueCarrier=CO,2,L2_Origin,categorical_group,ABQ,241,167,74,,False,False,L1_UniqueCarrier=CO|L2_Origin=ABQ
L1_UniqueCarrier=CO|L2_Origin=ATL,L1_UniqueCarrier=CO,2,L2_Origin,categorical_group,ATL,654,91,72,,False,True,L1_UniqueCarrier=CO
L1_UniqueCarrier=CO|L2_Origin=AUS,L1_UniqueCarrier=CO,2,L2_Origin,categorical_group,AUS,516,85,148,,False,False,L1_UniqueCarrier=CO|L2_Origin=AUS
L1_UniqueCarrier=CO|L2_Origin=BDL,L1_UniqueCarrier=CO,2,L2_Origin,categorical_group,BDL,143,101,42,,False,False,L1_UniqueCarrier=CO|L2_Origin=BDL
L1_UniqueCarrier=CO|L2_Origin=BNA,L1_UniqueCarrier=CO,2,L2_Origin,categorical_group,BNA,93,57,36,,False,False,L1_UniqueCarrier=CO|L2_Origin=BNA
L1_UniqueCarrier=CO|L2_Origin=BOS,L1_UniqueCarrier=CO,2,L2_Origin,categorical_group,BOS,1037,168,101,,False,True,L1_UniqueCarrier=CO
L1_UniqueCarrier=CO|L2_Origin=BUF,L1_UniqueCarrier=CO,2,L2_Origin,categorical_group,BUF,200,74,64,,False,False,L1_UniqueCarrier=CO|L2_Origin=BUF
L1_UniqueCarrier=CO|L2_Origin=BWI,L1_UniqueCarrier=CO,2,L2_Origin,categorical_group,BWI,367,82,107,,False,False,L1_UniqueCarrier=CO|L2_Origin=BWI
L1_UniqueCarrier=CO|L2_Origin=CLE,L1_UniqueCarrier=CO,2,L2_Origin,categorical_group,CLE,2951,408,186,,False,False,L1_UniqueCarrier=CO|L2_Origin=CLE
L1_UniqueCarrier=CO|L2_Origin=CLT,L1_UniqueCarrier=CO,2,L2_Origin,categorical_group,CLT,55,38,17,,True,True,L1_UniqueCarrier=CO
L1_UniqueCarrier=CO|L2_Origin=CMH,L1_UniqueCarrier=CO,2,L2_Origin,categorical_group,CMH,238,166,72,,False,False,L1_UniqueCarrier=CO|L2_Origin=CMH
L1_UniqueCarrier=CO|L2_Origin=DCA,L1_UniqueCarrier=CO,2,L2_Origin,categorical_group,DCA,744,113,63,,False,True,L1_UniqueCarrier=CO
L1_UniqueCarrier=CO|L2_Origin=DEN,L1_UniqueCarrier=CO,2,L2_Origin,categorical_group,DEN,2493,362,144,,False,True,L1_UniqueCarrier=CO
