fold,bucket_id,parent_id,level,split_name,split_type,split_rule,n_samples_total,n_train,n_val,n_test,is_leaf,is_weak,effective_bucket_id
1,L1_age=<=30|L2_job=white_collar,L1_age=<=30,2,L2_job,categorical_group,white_collar,2707,561,268,,False,False,L1_age=<=30|L2_job=white_collar
1,L1_age=<=30|L2_job=others,L1_age=<=30,2,L2_job,categorical_group,others,17,13,4,6.0,True,True,ROOT
1,L1_age=>60|L2_job=blue_collar,L1_age=>60,2,L2_job,categorical_group,blue_collar,66,46,20,,False,False,L1_age=>60|L2_job=blue_collar
1,L1_age=>60|L2_job=retired,L1_age=>60,2,L2_job,categorical_group,retired,712,149,68,,False,False,L1_age=>60|L2_job=retired
1,L1_age=>60|L2_job=self_emp,L1_age=>60,2,L2_job,categorical_group,self_emp,32,23,9,5.0,True,True,ROOT
1,L1_age=>60|L2_job=white_collar,L1_age=>60,2,L2_job,categorical_group,white_collar,132,43,33,,False,False,L1_age=>60|L2_job=white_collar
1,L1_age=>60|L2_job=others,L1_age=>60,2,L2_job,categorical_group,others,28,22,6,4.0,True,True,ROOT
1,L1_age=30-40|L2_job=blue_collar|L3_contact=cellular,L1_age=30-40|L2_job=blue_collar,3,L3_contact,categorical_group,cellular,2708,1859,849,672.0,True,False,L1_age=30-40|L2_job=blue_collar|L3_contact=cellular
1,L1_age=30-40|L2_job=blue_collar|L3_contact=telephone,L1_age=30-40|L2_job=blue_collar,3,L3_contact,categorical_group,telephone,215,146,69,47.0,True,False,L1_age=30-40|L2_job=blue_collar|L3_contact=telephone
1,L1_age=30-40|L2_job=blue_collar|L3_contact=unknown,L1_age=30-40|L2_job=blue_collar,3,L3_contact,categorical_group,unknown,1907,1329,578,492.0,True,False,L1_age=30-40|L2_job=blue_collar|L3_contact=unknown
1,L1_age=30-40|L2_job=no_income|L3_contact=cellular,L1_age=30-40|L2_job=no_income,3,L3_contact,categorical_group,cellular,335,235,100,97.0,True,True,L1_age=30-40|L2_job=no_income
1,L1_age=30-40|L2_job=no_income|L3_contact=telephone,L1_age=30-40|L2_job=no_income,3,L3_contact,categorical_group,telephone,33,26,7,7.0,True,True,L1_age=30-40|L2_job=no_income
1,L1_age=30-40|L2_job=no_income|L3_contact=unknown,L1_age=30-40|L2_job=no_income,3,L3_contact,categorical_group,unknown,131,98,33,32.0,True,True,L1_age=30-40|L2_job=no_income
1,L1_age=30-40|L2_job=self_emp|L3_contact=cellular,L1_age=30-40|L2_job=self_emp,3,L3_contact,categorical_group,cellular,652,456,196,183.0,True,False,L1_age=30-40|L2_job=self_emp|L3_contact=cellular
1,L1_age=30-40|L2_job=self_emp|L3_contact=telephone,L1_age=30-40|L2_job=self_emp,3,L3_contact,categorical_group,telephone,33,26,7,7.0,True,True,ROOT
1,L1_age=30-40|L2_job=self_emp|L3_contact=unknown,L1_age=30-40|L2_job=self_emp,3,L3_contact,categorical_group,unknown,247,175,72,63.0,True,True,ROOT
1,L1_age=30-40|L2_job=white_collar|L3_contact=cellular,L1_age=30-40|L2_job=white_collar,3,L3_contact,categorical_group,cellular,5859,4121,1738,1378.0,True,True,L1_age=30-40|L2_job=white_collar
1,L1_age=30-40|L2_job=white_collar|L3_contact=telephone,L1_age=30-40|L2_job=white_collar,3,L3_contact,categorical_group,telephone,239,163,76,56.0,True,False,L1_age=30-40|L2_job=white_collar|L3_contact=telephone
1,L1_age=30-40|L2_job=white_collar|L3_contact=unknown,L1_age=30-40|L2_job=white_collar,3,L3_contact,categorical_group,unknown,1747,1216,531,460.0,True,False,L1_age=30-40|L2_job=white_collar|L3_contact=unknown
1,L1_age=40-50|L2_job=blue_collar|L3_contact=cellular,L1_age=40-50|L2_job=blue_collar,3,L3_contact,categorical_group,cellular,1821,1245,576,498.0,True,False,L1_age=40-50|L2_job=blue_collar|L3_contact=cellular
1,L1_age=40-50|L2_job=blue_collar|L3_contact=telephone,L1_age=40-50|L2_job=blue_collar,3,L3_contact,categorical_group,telephone,264,198,66,50.0,True,True,L1_age=40-50
1,L1_age=40-50|L2_job=blue_collar|L3_contact=unknown,L1_age=40-50|L2_job=blue_collar,3,L3_contact,categorical_group,unknown,1272,888,384,316.0,True,False,L1_age=40-50|L2_job=blue_collar|L3_contact=unknown
1,L1_age=40-50|L2_job=no_income|L3_contact=cellular,L1_age=40-50|L2_job=no_income,3,L3_contact,categorical_group,cellular,188,135,53,50.0,True,True,L1_age=40-50|L2_job=no_income
1,L1_age=40-50|L2_job=no_income|L3_contact=unknown,L1_age=40-50|L2_job=no_income,3,L3_contact,categorical_group,unknown,75,54,21,14.0,True,False,L1_age=40-50|L2_job=no_income|L3_contact=unknown
1,L1_age=40-50|L2_job=no_income|L3_contact=others,L1_age=40-50|L2_job=no_income,3,L3_contact,categorical_group,others,25,16,9,7.0,True,True,L1_age=40-50|L2_job=no_income
1,L1_age=40-50|L2_job=retired|L3_contact=cellular,L1_age=40-50|L2_job=retired,3,L3_contact,categorical_group,cellular,37,22,15,9.0,True,True,L1_age=40-50
1,L1_age=40-50|L2_job=retired|L3_contact=unknown,L1_age=40-50|L2_job=retired,3,L3_contact,categorical_group,unknown,46,30,16,11.0,True,True,L1_age=40-50
1,L1_age=40-50|L2_job=retired|L3_contact=others,L1_age=40-50|L2_job=retired,3,L3_contact,categorical_group,others,8,5,3,1.0,True,True,L1_age=40-50
1,L1_age=40-50|L2_job=self_emp|L3_contact=cellular,L1_age=40-50|L2_job=self_emp,3,L3_contact,categorical_group,cellular,425,301,124,129.0,True,True,L1_age=40-50|L2_job=self_emp
1,L1_age=40-50|L2_job=self_emp|L3_contact=telephone,L1_age=40-50|L2_job=self_emp,3,L3_contact,categorical_group,telephone,52,39,13,12.0,True,True,L1_age=40-50|L2_job=self_emp
1,L1_age=40-50|L2_job=self_emp|L3_contact=unknown,L1_age=40-50|L2_job=self_emp,3,L3_contact,categorical_group,unknown,200,141,59,55.0,True,False,L1_age=40-50|L2_job=self_emp|L3_contact=unknown
1,L1_age=40-50|L2_job=unknown|L3_contact=cellular,L1_age=40-50|L2_job=unknown,3,L3_contact,categorical_group,cellular,39,23,16,9.0,True,True,L1_age=40-50
1,L1_age=40-50|L2_job=unknown|L3_contact=unknown,L1_age=40-50|L2_job=unknown,3,L3_contact,categorical_group,unknown,34,25,9,9.0,True,True,L1_age=40-50
1,L1_age=40-50|L2_job=unknown|L3_contact=others,L1_age=40-50|L2_job=unknown,3,L3_contact,categorical_group,others,8,3,5,4.0,True,True,L1_age=40-50
1,L1_age=40-50|L2_job=white_collar|L3_contact=cellular,L1_age=40-50|L2_job=white_collar,3,L3_contact,categorical_group,cellular,3005,2070,935,742.0,True,True,L1_age=40-50|L2_job=white_collar
1,L1_age=40-50|L2_job=white_collar|L3_contact=telephone,L1_age=40-50|L2_job=white_collar,3,L3_contact,categorical_group,telephone,242,172,70,73.0,True,True,L1_age=40-50|L2_job=white_collar
1,L1_age=40-50|L2_job=white_collar|L3_contact=unknown,L1_age=40-50|L2_job=white_collar,3,L3_contact,categorical_group,unknown,1202,837,365,307.0,True,True,L1_age=40-50|L2_job=white_collar
1,L1_age=50-60|L2_job=blue_collar|L3_contact=cellular,L1_age=50-60|L2_job=blue_collar,3,L3_contact,categorical_group,cellular,1048,733,315,268.0,True,False,L1_age=50-60|L2_job=blue_collar|L3_contact=cellular
1,L1_age=50-60|L2_job=blue_collar|L3_contact=telephone,L1_age=50-60|L2_job=blue_collar,3,L3_contact,categorical_group,telephone,237,177,60,52.0,True,False,L1_age=50-60|L2_job=blue_collar|L3_contact=telephone
1,L1_age=50-60|L2_job=blue_collar|L3_contact=unknown,L1_age=50-60|L2_job=blue_collar,3,L3_contact,categorical_group,unknown,654,462,192,194.0,True,False,L1_age=50-60|L2_job=blue_collar|L3_contact=unknown
1,L1_age=50-60|L2_job=no_income|L3_contact=cellular,L1_age=50-60|L2_job=no_income,3,L3_contact,categorical_group,cellular,146,102,44,33.0,True,True,L1_age=50-60|L2_job=no_income
1,L1_age=50-60|L2_job=no_income|L3_contact=unknown,L1_age=50-60|L2_job=no_income,3,L3_contact,categorical_group,unknown,46,35,11,12.0,True,True,L1_age=50-60|L2_job=no_income
1,L1_age=50-60|L2_job=no_income|L3_contact=others,L1_age=50-60|L2_job=no_income,3,L3_contact,categorical_group,others,24,19,5,4.0,True,True,L1_age=50-60|L2_job=no_income
1,L1_age=50-60|L2_job=retired|L3_contact=cellular,L1_age=50-60|L2_job=retired,3,L3_contact,categorical_group,cellular,578,423,155,144.0,True,True,L1_age=50-60|L2_job=retired
1,L1_age=50-60|L2_job=retired|L3_contact=telephone,L1_age=50-60|L2_job=retired,3,L3_contact,categorical_group,telephone,87,59,28,27.0,True,True,L1_age=50-60|L2_job=retired
1,L1_age=50-60|L2_job=retired|L3_contact=unknown,L1_age=50-60|L2_job=retired,3,L3_contact,categorical_group,unknown,323,225,98,78.0,True,True,L1_age=50-60|L2_job=retired
1,L1_age=50-60|L2_job=self_emp|L3_contact=cellular,L1_age=50-60|L2_job=self_emp,3,L3_contact,categorical_group,cellular,281,207,74,64.0,True,True,L1_age=50-60
1,L1_age=50-60|L2_job=self_emp|L3_contact=telephone,L1_age=50-60|L2_job=self_emp,3,L3_contact,categorical_group,telephone,48,32,16,10.0,True,True,L1_age=50-60
1,L1_age=50-60|L2_job=self_emp|L3_contact=unknown,L1_age=50-60|L2_job=self_emp,3,L3_contact,categorical_group,unknown,146,98,48,39.0,True,False,L1_age=50-60|L2_job=self_emp|L3_contact=unknown
1,L1_age=50-60|L2_job=unknown|L3_contact=unknown,L1_age=50-60|L2_job=unknown,3,L3_contact,categorical_group,unknown,36,29,7,7.0,True,True,L1_age=50-60
1,L1_age=50-60|L2_job=unknown|L3_contact=others,L1_age=50-60|L2_job=unknown,3,L3_contact,categorical_group,others,38,27,11,12.0,True,True,L1_age=50-60
1,L1_age=50-60|L2_job=white_collar|L3_contact=cellular,L1_age=50-60|L2_job=white_collar,3,L3_contact,categorical_group,cellular,1732,1240,492,475.0,True,False,L1_age=50-60|L2_job=white_collar|L3_contact=cellular
1,L1_age=50-60|L2_job=white_collar|L3_contact=telephone,L1_age=50-60|L2_job=white_collar,3,L3_contact,categorical_group,telephone,274,193,81,71.0,True,False,L1_age=50-60|L2_job=white_collar|L3_contact=telephone
1,L1_age=50-60|L2_job=white_collar|L3_contact=unknown,L1_age=50-60|L2_job=white_collar,3,L3_contact,categorical_group,unknown,709,507,202,170.0,True,False,L1_age=50-60|L2_job=white_collar|L3_contact=unknown
1,L1_age=<=30|L2_job=blue_collar|L3_contact=cellular,L1_age=<=30|L2_job=blue_collar,3,L3_contact,categorical_group,cellular,1068,754,314,268.0,True,True,ROOT
1,L1_age=<=30|L2_job=blue_collar|L3_contact=telephone,L1_age=<=30|L2_job=blue_collar,3,L3_contact,categorical_group,telephone,78,49,29,18.0,True,False,L1_age=<=30|L2_job=blue_collar|L3_contact=telephone
1,L1_age=<=30|L2_job=blue_collar|L3_contact=unknown,L1_age=<=30|L2_job=blue_collar,3,L3_contact,categorical_group,unknown,714,516,198,181.0,True,True,ROOT
1,L1_age=<=30|L2_job=no_income|L3_contact=cellular,L1_age=<=30|L2_job=no_income,3,L3_contact,categorical_group,cellular,595,412,183,138.0,True,True,L1_age=<=30|L2_job=no_income
1,L1_age=<=30|L2_job=no_income|L3_contact=telephone,L1_age=<=30|L2_job=no_income,3,L3_contact,categorical_group,telephone,77,58,19,18.0,True,True,L1_age=<=30|L2_job=no_income
1,L1_age=<=30|L2_job=no_income|L3_contact=unknown,L1_age=<=30|L2_job=no_income,3,L3_contact,categorical_group,unknown,114,84,30,30.0,True,True,L1_age=<=30|L2_job=no_income
1,L1_age=<=30|L2_job=self_emp|L3_contact=cellular,L1_age=<=30|L2_job=self_emp,3,L3_contact,categorical_group,cellular,224,156,68,59.0,True,True,L1_age=<=30|L2_job=self_emp
1,L1_age=<=30|L2_job=self_emp|L3_contact=unknown,L1_age=<=30|L2_job=self_emp,3,L3_contact,categorical_group,unknown,75,48,27,17.0,True,False,L1_age=<=30|L2_job=self_emp|L3_contact=unknown
1,L1_age=<=30|L2_job=self_emp|L3_contact=others,L1_age=<=30|L2_job=self_emp,3,L3_contact,categorical_group,others,6,5,1,2.0,True,True,L1_age=<=30|L2_job=self_emp
1,L1_age=<=30|L2_job=white_collar|L3_contact=cellular,L1_age=<=30|L2_job=white_collar,3,L3_contact,categorical_group,cellular,1996,1369,627,438.0,True,False,L1_age=<=30|L2_job=white_collar|L3_contact=cellular
1,L1_age=<=30|L2_job=white_collar|L3_contact=telephone,L1_age=<=30|L2_job=white_collar,3,L3_contact,categorical_group,telephone,78,51,27,19.0,True,True,L1_age=<=30|L2_job=white_collar
1,L1_age=<=30|L2_job=white_collar|L3_contact=unknown,L1_age=<=30|L2_job=white_collar,3,L3_contact,categorical_group,unknown,633,455,178,161.0,True,True,L1_age=<=30|L2_job=white_collar
1,L1_age=>60|L2_job=blue_collar|L3_contact=cellular,L1_age=>60|L2_job=blue_collar,3,L3_contact,categorical_group,cellular,43,32,11,8.0,True,True,L1_age=>60|L2_job=blue_collar
1,L1_age=>60|L2_job=blue_collar|L3_contact=others,L1_age=>60|L2_job=blue_collar,3,L3_contact,categorical_group,others,23,14,9,10.0,True,True,L1_age=>60|L2_job=blue_collar
1,L1_age=>60|L2_job=retired|L3_contact=cellular,L1_age=>60|L2_job=retired,3,L3_contact,categorical_group,cellular,480,314,166,103.0,True,True,L1_age=>60|L2_job=retired
1,L1_age=>60|L2_job=retired|L3_contact=telephone,L1_age=>60|L2_job=retired,3,L3_contact,categorical_group,telephone,224,169,55,57.0,True,False,L1_age=>60|L2_job=retired|L3_contact=telephone
1,L1_age=>60|L2_job=retired|L3_contact=others,L1_age=>60|L2_job=retired,3,L3_contact,categorical_group,others,8,5,3,3.0,True,True,L1_age=>60|L2_job=retired
1,L1_age=>60|L2_job=white_collar|L3_contact=cellular,L1_age=>60|L2_job=white_collar,3,L3_contact,categorical_group,cellular,108,79,29,23.0,True,True,L1_age=>60|L2_job=white_collar
1,L1_age=>60|L2_job=white_collar|L3_contact=others,L1_age=>60|L2_job=white_collar,3,L3_contact,categorical_group,others,24,20,4,5.0,True,True,L1_age=>60|L2_job=white_collar
2,ROOT,ROOT,0,ROOT,ROOT,all,36169,7593,3253,,False,False,ROOT
2,L1_age=30-40,ROOT,1,L1_age,numeric_bin,30-40,14083,2969,1295,,False,True,ROOT
2,L1_age=40-50,ROOT,1,L1_age,numeric_bin,40-50,9058,1921,806,,False,True,ROOT
2,L1_age=50-60,ROOT,1,L1_age,numeric_bin,50-60,6487,1358,603,,False,True,ROOT
2,L1_age=<=30,ROOT,1,L1_age,numeric_bin,<=30,5587,1171,515,,False,True,ROOT
2,L1_age=>60,ROOT,1,L1_age,numeric_bin,>60,954,202,123,,False,True,ROOT
2,L1_age=30-40|L2_job=blue_collar,L1_age=30-40,2,L2_job,categorical_group,blue_collar,4832,1005,442,,False,True,ROOT
2,L1_age=30-40|L2_job=no_income,L1_age=30-40,2,L2_job,categorical_group,no_income,523,125,55,,False,False,L1_age=30-40|L2_job=no_income
2,L1_age=30-40|L2_job=self_emp,L1_age=30-40,2,L2_job,categorical_group,self_emp,945,216,90,,False,True,ROOT
2,L1_age=30-40|L2_job=unknown,L1_age=30-40,2,L2_job,categorical_group,unknown,35,23,12,16.0,True,True,ROOT
2,L1_age=30-40|L2_job=white_collar,L1_age=30-40,2,L2_job,categorical_group,white_collar,7723,1617,698,,False,False,L1_age=30-40|L2_job=white_collar
2,L1_age=30-40|L2_job=others,L1_age=30-40,2,L2_job,categorical_group,others,25,17,8,11.0,True,True,ROOT
2,L1_age=40-50|L2_job=blue_collar,L1_age=40-50,2,L2_job,categorical_group,blue_collar,3428,733,292,,False,False,L1_age=40-50|L2_job=blue_collar
2,L1_age=40-50|L2_job=no_income,L1_age=40-50,2,L2_job,categorical_group,no_income,280,75,37,,False,False,L1_age=40-50|L2_job=no_income
2,L1_age=40-50|L2_job=retired,L1_age=40-50,2,L2_job,categorical_group,retired,95,40,33,,False,True,ROOT
2,L1_age=40-50|L2_job=self_emp,L1_age=40-50,2,L2_job,categorical_group,self_emp,691,140,77,,False,True,ROOT
2,L1_age=40-50|L2_job=unknown,L1_age=40-50,2,L2_job,categorical_group,unknown,80,58,22,,False,False,L1_age=40-50|L2_job=unknown
2,L1_age=40-50|L2_job=white_collar,L1_age=40-50,2,L2_job,categorical_group,white_collar,4484,950,394,,False,False,L1_age=40-50|L2_job=white_collar
2,L1_age=50-60|L2_job=blue_collar,L1_age=50-60,2,L2_job,categorical_group,blue_collar,1981,413,178,,False,False,L1_age=50-60|L2_job=blue_collar
2,L1_age=50-60|L2_job=no_income,L1_age=50-60,2,L2_job,categorical_group,no_income,210,53,31,,False,False,L1_age=50-60|L2_job=no_income
2,L1_age=50-60|L2_job=retired,L1_age=50-60,2,L2_job,categorical_group,retired,999,206,92,,False,True,ROOT
2,L1_age=50-60|L2_job=self_emp,L1_age=50-60,2,L2_job,categorical_group,self_emp,469,114,57,,False,False,L1_age=50-60|L2_job=self_emp
2,L1_age=50-60|L2_job=unknown,L1_age=50-60,2,L2_job,categorical_group,unknown,78,49,29,,False,False,L1_age=50-60|L2_job=unknown
2,L1_age=50-60|L2_job=white_collar,L1_age=50-60,2,L2_job,categorical_group,white_collar,2750,585,237,,False,False,L1_age=50-60|L2_job=white_collar
2,L1_age=<=30|L2_job=blue_collar,L1_age=<=30,2,L2_job,categorical_group,blue_collar,1875,389,185,,False,False,L1_age=<=30|L2_job=blue_collar
2,L1_age=<=30|L2_job=no_income,L1_age=<=30,2,L2_job,categorical_group,no_income,790,165,87,,False,False,L1_age=<=30|L2_job=no_income
2,L1_age=<=30|L2_job=self_emp,L1_age=<=30,2,L2_job,categorical_group,self_emp,282,61,42,,False,False,L1_age=<=30|L2_job=self_emp
2,L1_age=<=30|L2_job=white_collar,L1_age=<=30,2,L2_job,categorical_group,white_collar,2622,543,258,,False,False,L1_age=<=30|L2_job=white_collar
2,L1_age=<=30|L2_job=others,L1_age=<=30,2,L2_job,categorical_group,others,18,13,5,5.0,True,True,ROOT
2,L1_age=>60|L2_job=blue_collar,L1_age=>60,2,L2_job,categorical_group,blue_collar,65,48,17,,False,True,ROOT
2,L1_age=>60|L2_job=retired,L1_age=>60,2,L2_job,categorical_group,retired,707,151,67,,False,True,ROOT
2,L1_age=>60|L2_job=white_collar,L1_age=>60,2,L2_job,categorical_group,white_collar,129,43,29,,False,True,ROOT
2,L1_age=>60|L2_job=others,L1_age=>60,2,L2_job,categorical_group,others,53,41,12,16.0,True,True,ROOT
2,L1_age=30-40|L2_job=blue_collar|L3_contact=cellular,L1_age=30-40|L2_job=blue_collar,3,L3_contact,categorical_group,cellular,2728,1860,868,652.0,True,False,L1_age=30-40|L2_job=blue_collar|L3_contact=cellular
2,L1_age=30-40|L2_job=blue_collar|L3_contact=telephone,L1_age=30-40|L2_job=blue_collar,3,L3_contact,categorical_group,telephone,213,153,60,49.0,True,False,L1_age=30-40|L2_job=blue_collar|L3_contact=telephone
2,L1_age=30-40|L2_job=blue_collar|L3_contact=unknown,L1_age=30-40|L2_job=blue_collar,3,L3_contact,categorical_group,unknown,1891,1342,549,508.0,True,False,L1_age=30-40|L2_job=blue_collar|L3_contact=unknown
2,L1_age=30-40|L2_job=no_income|L3_contact=cellular,L1_age=30-40|L2_job=no_income,3,L3_contact,categorical_group,cellular,357,235,122,75.0,True,True,L1_age=30-40|L2_job=no_income
2,L1_age=30-40|L2_job=no_income|L3_contact=telephone,L1_age=30-40|L2_job=no_income,3,L3_contact,categorical_group,telephone,35,27,8,5.0,True,True,L1_age=30-40|L2_job=no_income
2,L1_age=30-40|L2_job=no_income|L3_contact=unknown,L1_age=30-40|L2_job=no_income,3,L3_contact,categorical_group,unknown,131,94,37,32.0,True,False,L1_age=30-40|L2_job=no_income|L3_contact=unknown
2,L1_age=30-40|L2_job=self_emp|L3_contact=cellular,L1_age=30-40|L2_job=self_emp,3,L3_contact,categorical_group,cellular,660,471,189,175.0,True,False,L1_age=30-40|L2_job=self_emp|L3_contact=cellular
2,L1_age=30-40|L2_job=self_emp|L3_contact=telephone,L1_age=30-40|L2_job=self_emp,3,L3_contact,categorical_group,telephone,34,24,10,6.0,True,True,ROOT
2,L1_age=30-40|L2_job=self_emp|L3_contact=unknown,L1_age=30-40|L2_job=self_emp,3,L3_contact,categorical_group,unknown,251,170,81,59.0,True,False,L1_age=30-40|L2_job=self_emp|L3_contact=unknown
2,L1_age=30-40|L2_job=white_collar|L3_contact=cellular,L1_age=30-40|L2_job=white_collar,3,L3_contact,categorical_group,cellular,5743,4019,1724,1494.0,True,True,L1_age=30-40|L2_job=white_collar
2,L1_age=30-40|L2_job=white_collar|L3_contact=telephone,L1_age=30-40|L2_job=white_collar,3,L3_contact,categorical_group,telephone,232,162,70,63.0,True,False,L1_age=30-40|L2_job=white_collar|L3_contact=telephone
2,L1_age=30-40|L2_job=white_collar|L3_contact=unknown,L1_age=30-40|L2_job=white_collar,3,L3_contact,categorical_group,unknown,1748,1214,534,459.0,True,True,L1_age=30-40|L2_job=white_collar
2,L1_age=40-50|L2_job=blue_collar|L3_contact=cellular,L1_age=40-50|L2_job=blue_collar,3,L3_contact,categorical_group,cellular,1883,1335,548,436.0,True,True,L1_age=40-50|L2_job=blue_collar
2,L1_age=40-50|L2_job=blue_collar|L3_contact=telephone,L1_age=40-50|L2_job=blue_collar,3,L3_contact,categorical_group,telephone,253,186,67,61.0,True,False,L1_age=40-50|L2_job=blue_collar|L3_contact=telephone
2,L1_age=40-50|L2_job=blue_collar|L3_contact=unknown,L1_age=40-50|L2_job=blue_collar,3,L3_contact,categorical_group,unknown,1292,929,363,296.0,True,False,L1_age=40-50|L2_job=blue_collar|L3_contact=unknown
2,L1_age=40-50|L2_job=no_income|L3_contact=cellular,L1_age=40-50|L2_job=no_income,3,L3_contact,categorical_group,cellular,193,140,53,45.0,True,True,L1_age=40-50|L2_job=no_income
2,L1_age=40-50|L2_job=no_income|L3_contact=unknown,L1_age=40-50|L2_job=no_income,3,L3_contact,categorical_group,unknown,63,45,18,26.0,True,True,L1_age=40-50|L2_job=no_income
2,L1_age=40-50|L2_job=no_income|L3_contact=others,L1_age=40-50|L2_job=no_income,3,L3_contact,categorical_group,others,24,20,4,8.0,True,True,L1_age=40-50|L2_job=no_income
2,L1_age=40-50|L2_job=retired|L3_contact=cellular,L1_age=40-50|L2_job=retired,3,L3_contact,categorical_group,cellular,39,26,13,7.0,True,True,ROOT
2,L1_age=40-50|L2_job=retired|L3_contact=unknown,L1_age=40-50|L2_job=retired,3,L3_contact,categorical_group,unknown,50,31,19,7.0,True,True,ROOT
2,L1_age=40-50|L2_job=retired|L3_contact=others,L1_age=40-50|L2_job=retired,3,L3_contact,categorical_group,others,6,5,1,3.0,True,True,ROOT
2,L1_age=40-50|L2_job=self_emp|L3_contact=cellular,L1_age=40-50|L2_job=self_emp,3,L3_contact,categorical_group,cellular,443,307,136,111.0,True,False,L1_age=40-50|L2_job=self_emp|L3_contact=cellular
2,L1_age=40-50|L2_job=self_emp|L3_contact=telephone,L1_age=40-50|L2_job=self_emp,3,L3_contact,categorical_group,telephone,51,34,17,13.0,True,True,ROOT
2,L1_age=40-50|L2_job=self_emp|L3_contact=unknown,L1_age=40-50|L2_job=self_emp,3,L3_contact,categorical_group,unknown,197,128,69,58.0,True,False,L1_age=40-50|L2_job=self_emp|L3_contact=unknown
2,L1_age=40-50|L2_job=unknown|L3_contact=cellular,L1_age=40-50|L2_job=unknown,3,L3_contact,categorical_group,cellular,32,25,7,16.0,True,True,L1_age=40-50|L2_job=unknown
2,L1_age=40-50|L2_job=unknown|L3_contact=unknown,L1_age=40-50|L2_job=unknown,3,L3_contact,categorical_group,unknown,38,26,12,5.0,True,True,L1_age=40-50|L2_job=unknown
