bucket_id,alpha,beta,threshold_mode,threshold_source_bucket,is_weak
L1_age=30-40|L2_job=blue_collar|L3_contact=telephone,0.3,0.2,bucket_wise,L1_age=30-40|L2_job=blue_collar,True
L1_age=30-40|L2_job=no_income|L3_contact=OTHER,0.3,0.2,bucket_wise,L1_age=30-40|L2_job=no_income,True
L1_age=30-40|L2_job=no_income|L3_contact=cellular,0.3,0.2,bucket_wise,L1_age=30-40|L2_job=no_income,True
L1_age=30-40|L2_job=self_emp|L3_contact=OTHER,0.3,0.2,bucket_wise,L1_age=30-40,True
L1_age=30-40|L2_job=self_emp|L3_contact=cellular,0.3,0.2,bucket_wise,L1_age=30-40|L2_job=self_emp|L3_contact=cellular,False
L1_age=30-40|L2_job=white_collar|L3_contact=OTHER,0.3,0.2,bucket_wise,L1_age=30-40,True
L1_age=30-40|L2_job=white_collar|L3_contact=cellular,0.3,0.2,bucket_wise,L1_age=30-40|L2_job=white_collar|L3_contact=cellular,False
L1_age=30-40|L2_job=white_collar|L3_contact=telephone,0.3,0.2,bucket_wise,L1_age=30-40|L2_job=white_collar|L3_contact=telephone,False
L1_age=40-50|L2_job=blue_collar|L3_contact=OTHER,0.3,0.2,bucket_wise,L1_age=40-50|L2_job=blue_collar|L3_contact=OTHER,False
L1_age=40-50|L2_job=blue_collar|L3_contact=cellular,0.3,0.1,bucket_wise,L1_age=40-50|L2_job=blue_collar|L3_contact=cellular,False
L1_age=40-50|L2_job=blue_collar|L3_contact=telephone,0.3,0.2,bucket_wise,L1_age=40-50|L2_job=blue_collar|L3_contact=telephone,False
L1_age=40-50|L2_job=no_income|L3_contact=OTHER,0.3,0.2,bucket_wise,L1_age=40-50|L2_job=no_income|L3_contact=OTHER,False
L1_age=40-50|L2_job=no_income|L3_contact=cellular,0.6,0.3,bucket_wise,L1_age=40-50|L2_job=no_income|L3_contact=cellular,False
L1_age=40-50|L2_job=self_emp|L3_contact=OTHER,0.6,0.5,bucket_wise,L1_age=40-50|L2_job=self_emp|L3_contact=OTHER,False
L1_age=40-50|L2_job=self_emp|L3_contact=cellular,0.4,0.3,bucket_wise,L1_age=40-50|L2_job=self_emp,True
L1_age=40-50|L2_job=white_collar|L3_contact=OTHER,0.3,0.1,bucket_wise,L1_age=40-50|L2_job=white_collar|L3_contact=OTHER,False
L1_age=40-50|L2_job=white_collar|L3_contact=cellular,0.3,0.2,bucket_wise,L1_age=40-50|L2_job=white_collar,True
L1_age=40-50|L2_job=white_collar|L3_contact=telephone,0.3,0.2,bucket_wise,L1_age=40-50|L2_job=white_collar,True
L1_age=50-60|L2_job=blue_collar|L3_contact=OTHER,0.3,0.2,bucket_wise,ROOT,True
L1_age=50-60|L2_job=blue_collar|L3_contact=cellular,0.4,0.1,bucket_wise,L1_age=50-60|L2_job=blue_collar|L3_contact=cellular,False
L1_age=50-60|L2_job=blue_collar|L3_contact=telephone,0.8,0.5,bucket_wise,L1_age=50-60|L2_job=blue_collar|L3_contact=telephone,False
L1_age=50-60|L2_job=no_income|L3_contact=cellular,0.3,0.2,bucket_wise,ROOT,True
L1_age=50-60|L2_job=retired|L3_contact=OTHER,0.4,0.3,bucket_wise,L1_age=50-60|L2_job=retired,True
L1_age=50-60|L2_job=retired|L3_contact=cellular,0.3,0.2,bucket_wise,L1_age=50-60|L2_job=retired|L3_contact=cellular,False
L1_age=50-60|L2_job=retired|L3_contact=telephone,0.4,0.3,bucket_wise,L1_age=50-60|L2_job=retired,True
L1_age=50-60|L2_job=self_emp|L3_contact=OTHER,0.4,0.3,bucket_wise,L1_age=50-60|L2_job=self_emp|L3_contact=OTHER,False
L1_age=50-60|L2_job=self_emp|L3_contact=cellular,0.3,0.2,bucket_wise,ROOT,True
L1_age=50-60|L2_job=white_collar|L3_contact=OTHER,0.3,0.2,bucket_wise,L1_age=50-60|L2_job=white_collar|L3_contact=OTHER,False
L1_age=50-60|L2_job=white_collar|L3_contact=cellular,0.3,0.2,bucket_wise,L1_age=50-60|L2_job=white_collar|L3_contact=cellular,False
L1_age=50-60|L2_job=white_collar|L3_contact=telephone,0.5,0.2,bucket_wise,L1_age=50-60|L2_job=white_collar,True
L1_age=<=30|L2_job=blue_collar|L3_contact=OTHER,0.3,0.2,bucket_wise,L1_age=<=30|L2_job=blue_collar,True
L1_age=<=30|L2_job=blue_collar|L3_contact=cellular,0.3,0.2,bucket_wise,L1_age=<=30|L2_job=blue_collar,True
L1_age=<=30|L2_job=no_income|L3_contact=OTHER,0.3,0.2,bucket_wise,ROOT,True
L1_age=<=30|L2_job=no_income|L3_contact=cellular,0.3,0.2,bucket_wise,ROOT,True
L1_age=<=30|L2_job=no_income|L3_contact=telephone,0.3,0.1,bucket_wise,L1_age=<=30|L2_job=no_income|L3_contact=telephone,False
L1_age=<=30|L2_job=self_emp|L3_contact=OTHER,0.5,0.4,bucket_wise,L1_age=<=30|L2_job=self_emp,True
L1_age=<=30|L2_job=self_emp|L3_contact=cellular,0.5,0.4,bucket_wise,L1_age=<=30|L2_job=self_emp,True
L1_age=<=30|L2_job=white_collar|L3_contact=OTHER,0.3,0.2,bucket_wise,L1_age=<=30|L2_job=white_collar|L3_contact=OTHER,False
L1_age=<=30|L2_job=white_collar|L3_contact=cellular,0.3,0.2,bucket_wise,L1_age=<=30|L2_job=white_collar,True
L1_age=<=30|L2_job=white_collar|L3_contact=telephone,0.3,0.2,bucket_wise,L1_age=<=30|L2_job=white_collar,True
L1_age=>60|L2_job=retired|L3_contact=cellular,0.3,0.1,bucket_wise,L1_age=>60|L2_job=retired|L3_contact=cellular,False
L1_age=>60|L2_job=retired|L3_contact=telephone,0.4,0.1,bucket_wise,L1_age=>60|L2_job=retired|L3_contact=telephone,False
L1_age=>60|L2_job=white_collar|L3_contact=cellular,0.3,0.2,bucket_wise,L1_age=>60|L2_job=white_collar,True
L1_age=30-40|L2_job=retired,0.3,0.2,bucket_wise,L1_age=30-40,True
L1_age=30-40|L2_job=unknown,0.3,0.2,bucket_wise,L1_age=30-40,True
L1_age=40-50|L2_job=retired,0.3,0.2,bucket_wise,ROOT,True
L1_age=<=30|L2_job=others,0.3,0.2,bucket_wise,ROOT,True
L1_age=>60|L2_job=blue_collar,0.3,0.2,bucket_wise,ROOT,True
L1_age=>60|L2_job=others,0.3,0.2,bucket_wise,ROOT,True
L1_age=30-40|L2_job=no_income|L3_contact=telephone,0.3,0.2,bucket_wise,L1_age=30-40|L2_job=no_income,True
L1_age=30-40|L2_job=self_emp|L3_contact=others,0.3,0.2,bucket_wise,L1_age=30-40,True
L1_age=40-50|L2_job=no_income|L3_contact=telephone,0.3,0.2,bucket_wise,L1_age=40-50|L2_job=no_income,True
L1_age=40-50|L2_job=retired|L3_contact=OTHER,0.3,0.2,bucket_wise,ROOT,True
L1_age=40-50|L2_job=retired|L3_contact=cellular,0.3,0.2,bucket_wise,ROOT,True
L1_age=40-50|L2_job=retired|L3_contact=others,0.3,0.2,bucket_wise,ROOT,True
L1_age=40-50|L2_job=self_emp|L3_contact=telephone,0.4,0.3,bucket_wise,L1_age=40-50|L2_job=self_emp,True
L1_age=40-50|L2_job=unknown|L3_contact=OTHER,0.3,0.2,bucket_wise,L1_age=40-50|L2_job=unknown,True
L1_age=40-50|L2_job=unknown|L3_contact=cellular,0.3,0.2,bucket_wise,L1_age=40-50|L2_job=unknown,True
L1_age=40-50|L2_job=unknown|L3_contact=others,0.3,0.2,bucket_wise,L1_age=40-50|L2_job=unknown,True
L1_age=50-60|L2_job=no_income|L3_contact=OTHER,0.3,0.2,bucket_wise,ROOT,True
L1_age=50-60|L2_job=no_income|L3_contact=others,0.3,0.2,bucket_wise,ROOT,True
L1_age=50-60|L2_job=self_emp|L3_contact=telephone,0.3,0.2,bucket_wise,ROOT,True
L1_age=50-60|L2_job=unknown|L3_contact=OTHER,0.3,0.2,bucket_wise,ROOT,True
L1_age=50-60|L2_job=unknown|L3_contact=cellular,0.3,0.2,bucket_wise,ROOT,True
L1_age=50-60|L2_job=unknown|L3_contact=others,0.3,0.2,bucket_wise,ROOT,True
L1_age=<=30|L2_job=blue_collar|L3_contact=telephone,0.3,0.2,bucket_wise,L1_age=<=30|L2_job=blue_collar,True
L1_age=<=30|L2_job=self_emp|L3_contact=others,0.5,0.4,bucket_wise,L1_age=<=30|L2_job=self_emp,True
L1_age=>60|L2_job=blue_collar|L3_contact=cellular,0.3,0.2,bucket_wise,ROOT,True
L1_age=>60|L2_job=blue_collar|L3_contact=others,0.3,0.2,bucket_wise,ROOT,True
L1_age=>60|L2_job=retired|L3_contact=others,0.3,0.2,bucket_wise,ROOT,True
L1_age=>60|L2_job=white_collar|L3_contact=others,0.3,0.2,bucket_wise,L1_age=>60|L2_job=white_collar,True
